O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	Date	Domain Source
29-2081.00	1.B.1.b	Investigative	OI	1.67	06/2008	Analyst
29-2081.00	1.B.1.c	Artistic	OI	1.67	06/2008	Analyst
29-2081.00	1.B.1.d	Social	OI	4.33	06/2008	Analyst
29-2081.00	1.B.1.e	Enterprising	OI	6.33	06/2008	Analyst
29-2081.00	1.B.1.f	Conventional	OI	5.33	06/2008	Analyst
29-2081.00	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
29-2081.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
29-2081.00	1.B.1.i	Third Interest High-Point	IH	1.00	06/2008	Analyst
29-2091.00	1.B.1.a	Realistic	OI	5.00	06/2008	Analyst
29-2091.00	1.B.1.b	Investigative	OI	4.67	06/2008	Analyst
29-2091.00	1.B.1.c	Artistic	OI	2.33	06/2008	Analyst
29-2091.00	1.B.1.d	Social	OI	7.00	06/2008	Analyst
29-2091.00	1.B.1.e	Enterprising	OI	2.00	06/2008	Analyst
29-2091.00	1.B.1.f	Conventional	OI	2.00	06/2008	Analyst
29-2091.00	1.B.1.g	First Interest High-Point	IH	4.00	06/2008	Analyst
29-2091.00	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
29-2091.00	1.B.1.i	Third Interest High-Point	IH	2.00	06/2008	Analyst
29-2092.00	1.B.1.a	Realistic	OI	4.00	06/2009	Analyst
29-2092.00	1.B.1.b	Investigative	OI	6.00	06/2009	Analyst
29-2092.00	1.B.1.c	Artistic	OI	1.67	06/2009	Analyst
29-2092.00	1.B.1.d	Social	OI	6.00	06/2009	Analyst
29-2092.00	1.B.1.e	Enterprising	OI	3.00	06/2009	Analyst
29-2092.00	1.B.1.f	Conventional	OI	2.67	06/2009	Analyst
29-2092.00	1.B.1.g	First Interest High-Point	IH	4.00	06/2009	Analyst
29-2092.00	1.B.1.h	Second Interest High-Point	IH	2.00	06/2009	Analyst
29-2092.00	1.B.1.i	Third Interest High-Point	IH	1.00	06/2009	Analyst
29-2099.01	1.B.1.a	Realistic	OI	6.33	06/2009	Analyst
29-2099.01	1.B.1.b	Investigative	OI	5.00	06/2009	Analyst
29-2099.01	1.B.1.c	Artistic	OI	1.33	06/2009	Analyst
29-2099.01	1.B.1.d	Social	OI	3.33	06/2009	Analyst
29-2099.01	1.B.1.e	Enterprising	OI	2.67	06/2009	Analyst
29-2099.01	1.B.1.f	Conventional	OI	3.67	06/2009	Analyst
29-2099.01	1.B.1.g	First Interest High-Point	IH	1.00	06/2009	Analyst
29-2099.01	1.B.1.h	Second Interest High-Point	IH	2.00	06/2009	Analyst
29-2099.01	1.B.1.i	Third Interest High-Point	IH	0.00	06/2009	Analyst
29-2099.05	1.B.1.a	Realistic	OI	4.00	07/2013	Analyst
29-2099.05	1.B.1.b	Investigative	OI	4.00	07/2013	Analyst
29-2099.05	1.B.1.c	Artistic	OI	1.33	07/2013	Analyst
29-2099.05	1.B.1.d	Social	OI	3.33	07/2013	Analyst
29-2099.05	1.B.1.e	Enterprising	OI	3.67	07/2013	Analyst
29-2099.05	1.B.1.f	Conventional	OI	4.33	07/2013	Analyst
29-2099.05	1.B.1.g	First Interest High-Point	IH	6.00	07/2013	Analyst
29-2099.05	1.B.1.h	Second Interest High-Point	IH	1.00	07/2013	Analyst
29-2099.05	1.B.1.i	Third Interest High-Point	IH	2.00	07/2013	Analyst
29-2099.06	1.B.1.a	Realistic	OI	6.33	06/2008	Analyst
29-2099.06	1.B.1.b	Investigative	OI	3.00	06/2008	Analyst
29-2099.06	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
29-2099.06	1.B.1.d	Social	OI	3.67	06/2008	Analyst
29-2099.06	1.B.1.e	Enterprising	OI	3.00	06/2008	Analyst
29-2099.06	1.B.1.f	Conventional	OI	4.00	06/2008	Analyst
29-2099.06	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
29-2099.06	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
29-2099.06	1.B.1.i	Third Interest High-Point	IH	4.00	06/2008	Analyst
29-2099.07	1.B.1.a	Realistic	OI	4.00	07/2013	Analyst
29-2099.07	1.B.1.b	Investigative	OI	3.33	07/2013	Analyst
29-2099.07	1.B.1.c	Artistic	OI	1.33	07/2013	Analyst
29-2099.07	1.B.1.d	Social	OI	5.00	07/2013	Analyst
29-2099.07	1.B.1.e	Enterprising	OI	1.67	07/2013	Analyst
29-2099.07	1.B.1.f	Conventional	OI	6.33	07/2013	Analyst
29-2099.07	1.B.1.g	First Interest High-Point	IH	6.00	07/2013	Analyst
29-2099.07	1.B.1.h	Second Interest High-Point	IH	4.00	07/2013	Analyst
29-2099.07	1.B.1.i	Third Interest High-Point	IH	1.00	07/2013	Analyst
29-9011.00	1.B.1.a	Realistic	OI	4.00	06/2008	Analyst
29-9011.00	1.B.1.b	Investigative	OI	6.67	06/2008	Analyst
29-9011.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
29-9011.00	1.B.1.d	Social	OI	4.00	06/2008	Analyst
29-9011.00	1.B.1.e	Enterprising	OI	2.67	06/2008	Analyst
29-9011.00	1.B.1.f	Conventional	OI	5.33	06/2008	Analyst
29-9011.00	1.B.1.g	First Interest High-Point	IH	2.00	06/2008	Analyst
29-9011.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
29-9011.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
29-9012.00	1.B.1.a	Realistic	OI	5.00	06/2008	Analyst
29-9012.00	1.B.1.b	Investigative	OI	4.00	06/2008	Analyst
29-9012.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
29-9012.00	1.B.1.d	Social	OI	3.33	06/2008	Analyst
29-9012.00	1.B.1.e	Enterprising	OI	3.00	06/2008	Analyst
29-9012.00	1.B.1.f	Conventional	OI	7.00	06/2008	Analyst
29-9012.00	1.B.1.g	First Interest High-Point	IH	6.00	06/2008	Analyst
29-9012.00	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
29-9012.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
29-9091.00	1.B.1.a	Realistic	OI	5.33	06/2008	Analyst
29-9091.00	1.B.1.b	Investigative	OI	4.33	06/2008	Analyst
29-9091.00	1.B.1.c	Artistic	OI	2.00	06/2008	Analyst
29-9091.00	1.B.1.d	Social	OI	6.67	06/2008	Analyst
29-9091.00	1.B.1.e	Enterprising	OI	3.00	06/2008	Analyst
29-9091.00	1.B.1.f	Conventional	OI	1.67	06/2008	Analyst
29-9091.00	1.B.1.g	First Interest High-Point	IH	4.00	06/2008	Analyst
29-9091.00	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
29-9091.00	1.B.1.i	Third Interest High-Point	IH	2.00	06/2008	Analyst
29-9092.00	1.B.1.a	Realistic	OI	1.00	06/2009	Analyst
29-9092.00	1.B.1.b	Investigative	OI	6.33	06/2009	Analyst
29-9092.00	1.B.1.c	Artistic	OI	4.00	06/2009	Analyst
29-9092.00	1.B.1.d	Social	OI	6.67	06/2009	Analyst
29-9092.00	1.B.1.e	Enterprising	OI	2.33	06/2009	Analyst
29-9092.00	1.B.1.f	Conventional	OI	2.67	06/2009	Analyst
29-9092.00	1.B.1.g	First Interest High-Point	IH	4.00	06/2009	Analyst
29-9092.00	1.B.1.h	Second Interest High-Point	IH	2.00	06/2009	Analyst
29-9092.00	1.B.1.i	Third Interest High-Point	IH	3.00	06/2009	Analyst
29-9099.01	1.B.1.a	Realistic	OI	3.67	06/2009	Analyst
29-9099.01	1.B.1.b	Investigative	OI	2.67	06/2009	Analyst
29-9099.01	1.B.1.c	Artistic	OI	2.00	06/2009	Analyst
29-9099.01	1.B.1.d	Social	OI	7.00	06/2009	Analyst
29-9099.01	1.B.1.e	Enterprising	OI	2.67	06/2009	Analyst
29-9099.01	1.B.1.f	Conventional	OI	1.33	06/2009	Analyst
29-9099.01	1.B.1.g	First Interest High-Point	IH	4.00	06/2009	Analyst
29-9099.01	1.B.1.h	Second Interest High-Point	IH	1.00	06/2009	Analyst
29-9099.01	1.B.1.i	Third Interest High-Point	IH	0.00	06/2009	Analyst
31-1011.00	1.B.1.a	Realistic	OI	5.00	06/2008	Analyst
31-1011.00	1.B.1.b	Investigative	OI	2.00	06/2008	Analyst
31-1011.00	1.B.1.c	Artistic	OI	2.00	06/2008	Analyst
31-1011.00	1.B.1.d	Social	OI	7.00	06/2008	Analyst
31-1011.00	1.B.1.e	Enterprising	OI	2.33	06/2008	Analyst
31-1011.00	1.B.1.f	Conventional	OI	2.67	06/2008	Analyst
31-1011.00	1.B.1.g	First Interest High-Point	IH	4.00	06/2008	Analyst
31-1011.00	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
31-1011.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
31-1013.00	1.B.1.a	Realistic	OI	4.67	06/2008	Analyst
31-1013.00	1.B.1.b	Investigative	OI	2.33	06/2008	Analyst
31-1013.00	1.B.1.c	Artistic	OI	2.33	06/2008	Analyst
31-1013.00	1.B.1.d	Social	OI	7.00	06/2008	Analyst
31-1013.00	1.B.1.e	Enterprising	OI	2.00	06/2008	Analyst
31-1013.00	1.B.1.f	Conventional	OI	4.67	06/2008	Analyst
31-1013.00	1.B.1.g	First Interest High-Point	IH	4.00	06/2008	Analyst
31-1013.00	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
31-1013.00	1.B.1.i	Third Interest High-Point	IH	6.00	06/2008	Analyst
31-1014.00	1.B.1.a	Realistic	OI	4.33	07/2013	Analyst
31-1014.00	1.B.1.b	Investigative	OI	1.67	07/2013	Analyst
31-1014.00	1.B.1.c	Artistic	OI	1.33	07/2013	Analyst
31-1014.00	1.B.1.d	Social	OI	6.67	07/2013	Analyst
31-1014.00	1.B.1.e	Enterprising	OI	1.67	07/2013	Analyst
31-1014.00	1.B.1.f	Conventional	OI	5.67	07/2013	Analyst
31-1014.00	1.B.1.g	First Interest High-Point	IH	4.00	07/2013	Analyst
31-1014.00	1.B.1.h	Second Interest High-Point	IH	6.00	07/2013	Analyst
31-1014.00	1.B.1.i	Third Interest High-Point	IH	1.00	07/2013	Analyst
31-1015.00	1.B.1.a	Realistic	OI	5.33	07/2013	Analyst
31-1015.00	1.B.1.b	Investigative	OI	1.00	07/2013	Analyst
31-1015.00	1.B.1.c	Artistic	OI	1.00	07/2013	Analyst
31-1015.00	1.B.1.d	Social	OI	3.33	07/2013	Analyst
31-1015.00	1.B.1.e	Enterprising	OI	1.33	07/2013	Analyst
31-1015.00	1.B.1.f	Conventional	OI	6.33	07/2013	Analyst
31-1015.00	1.B.1.g	First Interest High-Point	IH	6.00	07/2013	Analyst
31-1015.00	1.B.1.h	Second Interest High-Point	IH	1.00	07/2013	Analyst
31-1015.00	1.B.1.i	Third Interest High-Point	IH	4.00	07/2013	Analyst
31-2011.00	1.B.1.a	Realistic	OI	4.33	06/2008	Analyst
31-2011.00	1.B.1.b	Investigative	OI	3.33	06/2008	Analyst
31-2011.00	1.B.1.c	Artistic	OI	3.00	06/2008	Analyst
31-2011.00	1.B.1.d	Social	OI	7.00	06/2008	Analyst
31-2011.00	1.B.1.e	Enterprising	OI	1.67	06/2008	Analyst
31-2011.00	1.B.1.f	Conventional	OI	2.67	06/2008	Analyst
31-2011.00	1.B.1.g	First Interest High-Point	IH	4.00	06/2008	Analyst
31-2011.00	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
31-2011.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
31-2012.00	1.B.1.a	Realistic	OI	4.67	06/2008	Analyst
31-2012.00	1.B.1.b	Investigative	OI	2.00	06/2008	Analyst
31-2012.00	1.B.1.c	Artistic	OI	2.00	06/2008	Analyst
31-2012.00	1.B.1.d	Social	OI	7.00	06/2008	Analyst
31-2012.00	1.B.1.e	Enterprising	OI	2.00	06/2008	Analyst
31-2012.00	1.B.1.f	Conventional	OI	3.33	06/2008	Analyst
31-2012.00	1.B.1.g	First Interest High-Point	IH	4.00	06/2008	Analyst
31-2012.00	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
31-2012.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
31-2021.00	1.B.1.a	Realistic	OI	5.33	06/2008	Analyst
31-2021.00	1.B.1.b	Investigative	OI	4.00	06/2008	Analyst
31-2021.00	1.B.1.c	Artistic	OI	1.67	06/2008	Analyst
31-2021.00	1.B.1.d	Social	OI	6.67	06/2008	Analyst
31-2021.00	1.B.1.e	Enterprising	OI	2.33	06/2008	Analyst
31-2021.00	1.B.1.f	Conventional	OI	2.67	06/2008	Analyst
31-2021.00	1.B.1.g	First Interest High-Point	IH	4.00	06/2008	Analyst
31-2021.00	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
31-2021.00	1.B.1.i	Third Interest High-Point	IH	2.00	06/2008	Analyst
31-2022.00	1.B.1.a	Realistic	OI	5.67	06/2008	Analyst
31-2022.00	1.B.1.b	Investigative	OI	1.67	06/2008	Analyst
31-2022.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
31-2022.00	1.B.1.d	Social	OI	6.67	06/2008	Analyst
31-2022.00	1.B.1.e	Enterprising	OI	2.33	06/2008	Analyst
31-2022.00	1.B.1.f	Conventional	OI	2.67	06/2008	Analyst
31-2022.00	1.B.1.g	First Interest High-Point	IH	4.00	06/2008	Analyst
31-2022.00	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
31-2022.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
31-9011.00	1.B.1.a	Realistic	OI	5.67	06/2008	Analyst
31-9011.00	1.B.1.b	Investigative	OI	3.67	06/2008	Analyst
31-9011.00	1.B.1.c	Artistic	OI	1.67	06/2008	Analyst
31-9011.00	1.B.1.d	Social	OI	6.33	06/2008	Analyst
31-9011.00	1.B.1.e	Enterprising	OI	2.33	06/2008	Analyst
31-9011.00	1.B.1.f	Conventional	OI	3.00	06/2008	Analyst
31-9011.00	1.B.1.g	First Interest High-Point	IH	4.00	06/2008	Analyst
31-9011.00	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
31-9011.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
31-9091.00	1.B.1.a	Realistic	OI	5.67	06/2008	Analyst
31-9091.00	1.B.1.b	Investigative	OI	3.33	06/2008	Analyst
31-9091.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
31-9091.00	1.B.1.d	Social	OI	4.67	06/2008	Analyst
31-9091.00	1.B.1.e	Enterprising	OI	2.67	06/2008	Analyst
31-9091.00	1.B.1.f	Conventional	OI	6.00	06/2008	Analyst
31-9091.00	1.B.1.g	First Interest High-Point	IH	6.00	06/2008	Analyst
31-9091.00	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
31-9091.00	1.B.1.i	Third Interest High-Point	IH	4.00	06/2008	Analyst
31-9092.00	1.B.1.a	Realistic	OI	4.33	06/2008	Analyst
31-9092.00	1.B.1.b	Investigative	OI	3.00	06/2008	Analyst
31-9092.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
31-9092.00	1.B.1.d	Social	OI	6.33	06/2008	Analyst
31-9092.00	1.B.1.e	Enterprising	OI	2.33	06/2008	Analyst
31-9092.00	1.B.1.f	Conventional	OI	6.33	06/2008	Analyst
31-9092.00	1.B.1.g	First Interest High-Point	IH	4.00	06/2008	Analyst
31-9092.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
31-9092.00	1.B.1.i	Third Interest High-Point	IH	1.00	06/2008	Analyst
31-9093.00	1.B.1.a	Realistic	OI	6.33	06/2008	Analyst
31-9093.00	1.B.1.b	Investigative	OI	3.67	06/2008	Analyst
31-9093.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
31-9093.00	1.B.1.d	Social	OI	2.00	06/2008	Analyst
31-9093.00	1.B.1.e	Enterprising	OI	2.00	06/2008	Analyst
31-9093.00	1.B.1.f	Conventional	OI	6.00	06/2008	Analyst
31-9093.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
31-9093.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
31-9093.00	1.B.1.i	Third Interest High-Point	IH	2.00	06/2008	Analyst
31-9094.00	1.B.1.a	Realistic	OI	4.00	06/2008	Analyst
31-9094.00	1.B.1.b	Investigative	OI	3.33	06/2008	Analyst
31-9094.00	1.B.1.c	Artistic	OI	2.33	06/2008	Analyst
31-9094.00	1.B.1.d	Social	OI	2.00	06/2008	Analyst
31-9094.00	1.B.1.e	Enterprising	OI	2.67	06/2008	Analyst
31-9094.00	1.B.1.f	Conventional	OI	7.00	06/2008	Analyst
31-9094.00	1.B.1.g	First Interest High-Point	IH	6.00	06/2008	Analyst
31-9094.00	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
31-9094.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
31-9095.00	1.B.1.a	Realistic	OI	4.67	06/2008	Analyst
31-9095.00	1.B.1.b	Investigative	OI	2.67	06/2008	Analyst
31-9095.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
31-9095.00	1.B.1.d	Social	OI	3.33	06/2008	Analyst
31-9095.00	1.B.1.e	Enterprising	OI	3.33	06/2008	Analyst
31-9095.00	1.B.1.f	Conventional	OI	7.00	06/2008	Analyst
31-9095.00	1.B.1.g	First Interest High-Point	IH	6.00	06/2008	Analyst
31-9095.00	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
31-9095.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
31-9096.00	1.B.1.a	Realistic	OI	6.67	06/2008	Analyst
31-9096.00	1.B.1.b	Investigative	OI	4.00	06/2008	Analyst
31-9096.00	1.B.1.c	Artistic	OI	2.00	06/2008	Analyst
31-9096.00	1.B.1.d	Social	OI	4.33	06/2008	Analyst
31-9096.00	1.B.1.e	Enterprising	OI	2.00	06/2008	Analyst
31-9096.00	1.B.1.f	Conventional	OI	2.67	06/2008	Analyst
31-9096.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
31-9096.00	1.B.1.h	Second Interest High-Point	IH	4.00	06/2008	Analyst
31-9096.00	1.B.1.i	Third Interest High-Point	IH	2.00	06/2008	Analyst
31-9097.00	1.B.1.a	Realistic	OI	5.00	07/2013	Analyst
31-9097.00	1.B.1.b	Investigative	OI	4.00	07/2013	Analyst
31-9097.00	1.B.1.c	Artistic	OI	1.00	07/2013	Analyst
31-9097.00	1.B.1.d	Social	OI	4.00	07/2013	Analyst
31-9097.00	1.B.1.e	Enterprising	OI	2.00	07/2013	Analyst
31-9097.00	1.B.1.f	Conventional	OI	5.67	07/2013	Analyst
31-9097.00	1.B.1.g	First Interest High-Point	IH	6.00	07/2013	Analyst
31-9097.00	1.B.1.h	Second Interest High-Point	IH	1.00	07/2013	Analyst
31-9097.00	1.B.1.i	Third Interest High-Point	IH	2.00	07/2013	Analyst
31-9099.01	1.B.1.a	Realistic	OI	3.00	06/2009	Analyst
31-9099.01	1.B.1.b	Investigative	OI	3.00	06/2009	Analyst
31-9099.01	1.B.1.c	Artistic	OI	2.00	06/2009	Analyst
31-9099.01	1.B.1.d	Social	OI	6.33	06/2009	Analyst
31-9099.01	1.B.1.e	Enterprising	OI	2.67	06/2009	Analyst
31-9099.01	1.B.1.f	Conventional	OI	5.67	06/2009	Analyst
31-9099.01	1.B.1.g	First Interest High-Point	IH	4.00	06/2009	Analyst
31-9099.01	1.B.1.h	Second Interest High-Point	IH	6.00	06/2009	Analyst
31-9099.01	1.B.1.i	Third Interest High-Point	IH	0.00	06/2009	Analyst
31-9099.02	1.B.1.a	Realistic	OI	6.67	06/2009	Analyst
31-9099.02	1.B.1.b	Investigative	OI	4.67	06/2009	Analyst
31-9099.02	1.B.1.c	Artistic	OI	1.00	06/2009	Analyst
31-9099.02	1.B.1.d	Social	OI	2.33	06/2009	Analyst
31-9099.02	1.B.1.e	Enterprising	OI	1.67	06/2009	Analyst
31-9099.02	1.B.1.f	Conventional	OI	4.33	06/2009	Analyst
31-9099.02	1.B.1.g	First Interest High-Point	IH	1.00	06/2009	Analyst
31-9099.02	1.B.1.h	Second Interest High-Point	IH	2.00	06/2009	Analyst
31-9099.02	1.B.1.i	Third Interest High-Point	IH	6.00	06/2009	Analyst
33-1011.00	1.B.1.a	Realistic	OI	4.67	06/2008	Analyst
33-1011.00	1.B.1.b	Investigative	OI	2.00	06/2008	Analyst
33-1011.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
33-1011.00	1.B.1.d	Social	OI	4.00	06/2008	Analyst
33-1011.00	1.B.1.e	Enterprising	OI	7.00	06/2008	Analyst
33-1011.00	1.B.1.f	Conventional	OI	5.00	06/2008	Analyst
33-1011.00	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
33-1011.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
33-1011.00	1.B.1.i	Third Interest High-Point	IH	1.00	06/2008	Analyst
33-1012.00	1.B.1.a	Realistic	OI	3.67	06/2008	Analyst
33-1012.00	1.B.1.b	Investigative	OI	2.33	06/2008	Analyst
33-1012.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
33-1012.00	1.B.1.d	Social	OI	4.67	06/2008	Analyst
33-1012.00	1.B.1.e	Enterprising	OI	7.00	06/2008	Analyst
33-1012.00	1.B.1.f	Conventional	OI	4.33	06/2008	Analyst
33-1012.00	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
33-1012.00	1.B.1.h	Second Interest High-Point	IH	4.00	06/2008	Analyst
33-1012.00	1.B.1.i	Third Interest High-Point	IH	6.00	06/2008	Analyst
33-1021.01	1.B.1.a	Realistic	OI	5.67	06/2008	Analyst
33-1021.01	1.B.1.b	Investigative	OI	2.67	06/2008	Analyst
33-1021.01	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
33-1021.01	1.B.1.d	Social	OI	5.33	06/2008	Analyst
33-1021.01	1.B.1.e	Enterprising	OI	7.00	06/2008	Analyst
33-1021.01	1.B.1.f	Conventional	OI	3.00	06/2008	Analyst
33-1021.01	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
33-1021.01	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
33-1021.01	1.B.1.i	Third Interest High-Point	IH	4.00	06/2008	Analyst
33-1021.02	1.B.1.a	Realistic	OI	5.67	06/2008	Analyst
33-1021.02	1.B.1.b	Investigative	OI	3.00	06/2008	Analyst
33-1021.02	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
33-1021.02	1.B.1.d	Social	OI	2.67	06/2008	Analyst
33-1021.02	1.B.1.e	Enterprising	OI	7.00	06/2008	Analyst
33-1021.02	1.B.1.f	Conventional	OI	4.00	06/2008	Analyst
33-1021.02	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
33-1021.02	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
33-1021.02	1.B.1.i	Third Interest High-Point	IH	6.00	06/2008	Analyst
33-2011.01	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
33-2011.01	1.B.1.b	Investigative	OI	2.33	06/2008	Analyst
33-2011.01	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
33-2011.01	1.B.1.d	Social	OI	5.33	06/2008	Analyst
33-2011.01	1.B.1.e	Enterprising	OI	3.67	06/2008	Analyst
33-2011.01	1.B.1.f	Conventional	OI	1.33	06/2008	Analyst
33-2011.01	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
33-2011.01	1.B.1.h	Second Interest High-Point	IH	4.00	06/2008	Analyst
33-2011.01	1.B.1.i	Third Interest High-Point	IH	5.00	06/2008	Analyst
33-2011.02	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
33-2011.02	1.B.1.b	Investigative	OI	3.67	06/2008	Analyst
33-2011.02	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
33-2011.02	1.B.1.d	Social	OI	4.33	06/2008	Analyst
33-2011.02	1.B.1.e	Enterprising	OI	3.00	06/2008	Analyst
33-2011.02	1.B.1.f	Conventional	OI	3.00	06/2008	Analyst
33-2011.02	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
33-2011.02	1.B.1.h	Second Interest High-Point	IH	4.00	06/2008	Analyst
33-2011.02	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
33-2021.01	1.B.1.a	Realistic	OI	6.00	06/2008	Analyst
33-2021.01	1.B.1.b	Investigative	OI	3.33	06/2008	Analyst
33-2021.01	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
33-2021.01	1.B.1.d	Social	OI	3.67	06/2008	Analyst
33-2021.01	1.B.1.e	Enterprising	OI	3.67	06/2008	Analyst
33-2021.01	1.B.1.f	Conventional	OI	6.33	06/2008	Analyst
33-2021.01	1.B.1.g	First Interest High-Point	IH	6.00	06/2008	Analyst
33-2021.01	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
33-2021.01	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
33-2021.02	1.B.1.a	Realistic	OI	6.00	06/2008	Analyst
33-2021.02	1.B.1.b	Investigative	OI	6.00	06/2008	Analyst
33-2021.02	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
33-2021.02	1.B.1.d	Social	OI	3.33	06/2008	Analyst
33-2021.02	1.B.1.e	Enterprising	OI	3.67	06/2008	Analyst
33-2021.02	1.B.1.f	Conventional	OI	4.67	06/2008	Analyst
33-2021.02	1.B.1.g	First Interest High-Point	IH	2.00	06/2008	Analyst
33-2021.02	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
33-2021.02	1.B.1.i	Third Interest High-Point	IH	6.00	06/2008	Analyst
33-2022.00	1.B.1.a	Realistic	OI	6.33	06/2008	Analyst
33-2022.00	1.B.1.b	Investigative	OI	3.00	06/2008	Analyst
33-2022.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
33-2022.00	1.B.1.d	Social	OI	2.33	06/2008	Analyst
33-2022.00	1.B.1.e	Enterprising	OI	4.67	06/2008	Analyst
33-2022.00	1.B.1.f	Conventional	OI	5.67	06/2008	Analyst
33-2022.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
33-2022.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
33-2022.00	1.B.1.i	Third Interest High-Point	IH	5.00	06/2008	Analyst
33-3011.00	1.B.1.a	Realistic	OI	6.33	06/2008	Analyst
33-3011.00	1.B.1.b	Investigative	OI	1.67	06/2008	Analyst
33-3011.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
33-3011.00	1.B.1.d	Social	OI	2.67	06/2008	Analyst
33-3011.00	1.B.1.e	Enterprising	OI	4.67	06/2008	Analyst
33-3011.00	1.B.1.f	Conventional	OI	4.67	06/2008	Analyst
33-3011.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
33-3011.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
33-3011.00	1.B.1.i	Third Interest High-Point	IH	5.00	06/2008	Analyst
33-3012.00	1.B.1.a	Realistic	OI	6.67	06/2008	Analyst
33-3012.00	1.B.1.b	Investigative	OI	2.00	06/2008	Analyst
33-3012.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
33-3012.00	1.B.1.d	Social	OI	2.67	06/2008	Analyst
