O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
27-1013.00	1.C.6	Independence	IM	3.99	17	0.38	3.19	4.79	N	07/2017	Incumbent
27-1013.00	1.C.7.a	Innovation	IM	4.00	17	0.29	3.39	4.62	N	07/2017	Incumbent
27-1013.00	1.C.7.b	Analytical Thinking	IM	3.61	17	0.38	2.79	4.42	N	07/2017	Incumbent
27-1014.00	1.C.1.a	Achievement/Effort	IM	4.07	18	0.06	3.95	4.20	N	08/2019	Incumbent
27-1014.00	1.C.1.b	Persistence	IM	3.88	18	0.33	3.18	4.57	N	08/2019	Incumbent
27-1014.00	1.C.1.c	Initiative	IM	3.97	18	0.09	3.79	4.15	N	08/2019	Incumbent
27-1014.00	1.C.2.b	Leadership	IM	3.43	17	0.21	2.98	3.87	N	08/2019	Incumbent
27-1014.00	1.C.3.a	Cooperation	IM	4.17	18	0.12	3.93	4.41	N	08/2019	Incumbent
27-1014.00	1.C.3.b	Concern for Others	IM	2.82	18	0.22	2.36	3.28	N	08/2019	Incumbent
27-1014.00	1.C.3.c	Social Orientation	IM	3.59	18	0.44	2.67	4.51	N	08/2019	Incumbent
27-1014.00	1.C.4.a	Self Control	IM	3.88	18	0.41	3.01	4.74	N	08/2019	Incumbent
27-1014.00	1.C.4.b	Stress Tolerance	IM	3.99	18	0.60	2.72	5.00	N	08/2019	Incumbent
27-1014.00	1.C.4.c	Adaptability/Flexibility	IM	4.09	18	0.08	3.91	4.27	N	08/2019	Incumbent
27-1014.00	1.C.5.a	Dependability	IM	4.02	18	0.08	3.85	4.19	N	08/2019	Incumbent
27-1014.00	1.C.5.b	Attention to Detail	IM	4.80	18	0.10	4.58	5.00	N	08/2019	Incumbent
27-1014.00	1.C.5.c	Integrity	IM	4.16	18	0.22	3.70	4.62	N	08/2019	Incumbent
27-1014.00	1.C.6	Independence	IM	3.37	18	0.29	2.76	3.98	N	08/2019	Incumbent
27-1014.00	1.C.7.a	Innovation	IM	3.55	18	0.43	2.64	4.46	N	08/2019	Incumbent
27-1014.00	1.C.7.b	Analytical Thinking	IM	3.35	18	0.16	3.01	3.70	N	08/2019	Incumbent
27-1021.00	1.C.1.a	Achievement/Effort	IM	3.79	16	0.12	3.53	4.06	N	08/2019	Incumbent
27-1021.00	1.C.1.b	Persistence	IM	4.06	16	0.24	3.55	4.57	N	08/2019	Incumbent
27-1021.00	1.C.1.c	Initiative	IM	4.25	16	0.15	3.94	4.56	N	08/2019	Incumbent
27-1021.00	1.C.2.b	Leadership	IM	3.69	16	0.32	3.01	4.37	N	08/2019	Incumbent
27-1021.00	1.C.3.a	Cooperation	IM	4.12	16	0.21	3.68	4.56	N	08/2019	Incumbent
27-1021.00	1.C.3.b	Concern for Others	IM	3.55	16	0.31	2.88	4.22	N	08/2019	Incumbent
27-1021.00	1.C.3.c	Social Orientation	IM	2.67	16	0.35	1.92	3.43	N	08/2019	Incumbent
27-1021.00	1.C.4.a	Self Control	IM	3.33	16	0.26	2.78	3.88	N	08/2019	Incumbent
27-1021.00	1.C.4.b	Stress Tolerance	IM	3.45	16	0.27	2.87	4.02	N	08/2019	Incumbent
27-1021.00	1.C.4.c	Adaptability/Flexibility	IM	3.97	16	0.05	3.86	4.08	N	08/2019	Incumbent
27-1021.00	1.C.5.a	Dependability	IM	4.18	16	0.22	3.70	4.65	N	08/2019	Incumbent
27-1021.00	1.C.5.b	Attention to Detail	IM	4.88	16	0.07	4.72	5.00	N	08/2019	Incumbent
27-1021.00	1.C.5.c	Integrity	IM	3.70	16	0.37	2.91	4.49	N	08/2019	Incumbent
27-1021.00	1.C.6	Independence	IM	3.55	16	0.28	2.97	4.14	N	08/2019	Incumbent
27-1021.00	1.C.7.a	Innovation	IM	3.94	16	0.17	3.58	4.30	N	08/2019	Incumbent
27-1021.00	1.C.7.b	Analytical Thinking	IM	4.16	16	0.27	3.58	4.73	N	08/2019	Incumbent
27-1022.00	1.C.1.a	Achievement/Effort	IM	4.39	23	0.19	3.99	4.79	N	06/2007	Incumbent
27-1022.00	1.C.1.b	Persistence	IM	4.10	23	0.18	3.73	4.47	N	06/2007	Incumbent
27-1022.00	1.C.1.c	Initiative	IM	4.60	23	0.10	4.38	4.81	N	06/2007	Incumbent
27-1022.00	1.C.2.b	Leadership	IM	4.30	23	0.24	3.79	4.80	N	06/2007	Incumbent
27-1022.00	1.C.3.a	Cooperation	IM	4.23	23	0.19	3.84	4.61	N	06/2007	Incumbent
27-1022.00	1.C.3.b	Concern for Others	IM	3.68	23	0.25	3.16	4.20	N	06/2007	Incumbent
27-1022.00	1.C.3.c	Social Orientation	IM	3.30	23	0.22	2.84	3.76	N	06/2007	Incumbent
27-1022.00	1.C.4.a	Self Control	IM	3.76	23	0.25	3.25	4.28	N	06/2007	Incumbent
27-1022.00	1.C.4.b	Stress Tolerance	IM	4.35	23	0.23	3.87	4.84	N	06/2007	Incumbent
27-1022.00	1.C.4.c	Adaptability/Flexibility	IM	4.50	23	0.22	4.05	4.96	N	06/2007	Incumbent
27-1022.00	1.C.5.a	Dependability	IM	4.64	23	0.21	4.19	5.00	N	06/2007	Incumbent
27-1022.00	1.C.5.b	Attention to Detail	IM	4.93	23	0.07	4.78	5.00	N	06/2007	Incumbent
27-1022.00	1.C.5.c	Integrity	IM	4.11	23	0.30	3.48	4.74	N	06/2007	Incumbent
27-1022.00	1.C.6	Independence	IM	4.37	23	0.20	3.96	4.78	N	06/2007	Incumbent
27-1022.00	1.C.7.a	Innovation	IM	4.69	23	0.15	4.38	4.99	N	06/2007	Incumbent
27-1022.00	1.C.7.b	Analytical Thinking	IM	3.89	23	0.32	3.23	4.54	N	06/2007	Incumbent
27-1023.00	1.C.1.a	Achievement/Effort	IM	3.52	18	0.17	3.15	3.89	N	07/2015	Incumbent
27-1023.00	1.C.1.b	Persistence	IM	3.60	18	0.15	3.30	3.91	N	07/2015	Incumbent
27-1023.00	1.C.1.c	Initiative	IM	3.81	18	0.22	3.35	4.28	N	07/2015	Incumbent
27-1023.00	1.C.2.b	Leadership	IM	3.24	18	0.29	2.63	3.86	N	07/2015	Incumbent
27-1023.00	1.C.3.a	Cooperation	IM	4.11	19	0.22	3.64	4.58	N	07/2015	Incumbent
27-1023.00	1.C.3.b	Concern for Others	IM	4.05	19	0.23	3.57	4.54	N	07/2015	Incumbent
27-1023.00	1.C.3.c	Social Orientation	IM	3.40	19	0.25	2.88	3.92	N	07/2015	Incumbent
27-1023.00	1.C.4.a	Self Control	IM	3.75	19	0.26	3.20	4.30	N	07/2015	Incumbent
27-1023.00	1.C.4.b	Stress Tolerance	IM	3.52	19	0.23	3.03	4.00	N	07/2015	Incumbent
27-1023.00	1.C.4.c	Adaptability/Flexibility	IM	3.80	19	0.30	3.17	4.42	N	07/2015	Incumbent
27-1023.00	1.C.5.a	Dependability	IM	4.41	19	0.25	3.88	4.93	N	07/2015	Incumbent
27-1023.00	1.C.5.b	Attention to Detail	IM	4.29	19	0.33	3.59	4.98	N	07/2015	Incumbent
27-1023.00	1.C.5.c	Integrity	IM	4.22	19	0.25	3.70	4.75	N	07/2015	Incumbent
27-1023.00	1.C.6	Independence	IM	3.86	19	0.30	3.24	4.49	N	07/2015	Incumbent
27-1023.00	1.C.7.a	Innovation	IM	3.87	19	0.38	3.07	4.68	N	07/2015	Incumbent
27-1023.00	1.C.7.b	Analytical Thinking	IM	3.51	19	0.36	2.75	4.27	N	07/2015	Incumbent
27-1024.00	1.C.1.a	Achievement/Effort	IM	4.19	26	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
27-1024.00	1.C.1.b	Persistence	IM	4.04	26	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
27-1024.00	1.C.1.c	Initiative	IM	4.42	26	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
27-1024.00	1.C.2.b	Leadership	IM	3.27	26	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
27-1024.00	1.C.3.a	Cooperation	IM	4.04	25	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
27-1024.00	1.C.3.b	Concern for Others	IM	3.08	26	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
27-1024.00	1.C.3.c	Social Orientation	IM	2.92	25	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
27-1024.00	1.C.4.a	Self Control	IM	3.58	26	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
27-1024.00	1.C.4.b	Stress Tolerance	IM	3.88	26	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
27-1024.00	1.C.4.c	Adaptability/Flexibility	IM	4.12	26	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
27-1024.00	1.C.5.a	Dependability	IM	4.42	26	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
27-1024.00	1.C.5.b	Attention to Detail	IM	4.81	26	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
27-1024.00	1.C.5.c	Integrity	IM	3.96	26	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
27-1024.00	1.C.6	Independence	IM	3.88	26	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
27-1024.00	1.C.7.a	Innovation	IM	4.46	26	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
27-1024.00	1.C.7.b	Analytical Thinking	IM	3.85	26	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
27-1025.00	1.C.1.a	Achievement/Effort	IM	3.86	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
27-1025.00	1.C.1.b	Persistence	IM	3.62	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
27-1025.00	1.C.1.c	Initiative	IM	4.38	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
27-1025.00	1.C.2.b	Leadership	IM	4.19	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
27-1025.00	1.C.3.a	Cooperation	IM	4.38	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
27-1025.00	1.C.3.b	Concern for Others	IM	3.71	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
27-1025.00	1.C.3.c	Social Orientation	IM	3.86	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
27-1025.00	1.C.4.a	Self Control	IM	3.81	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
27-1025.00	1.C.4.b	Stress Tolerance	IM	4.43	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
27-1025.00	1.C.4.c	Adaptability/Flexibility	IM	4.33	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
27-1025.00	1.C.5.a	Dependability	IM	4.48	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
27-1025.00	1.C.5.b	Attention to Detail	IM	4.90	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
27-1025.00	1.C.5.c	Integrity	IM	4.24	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
27-1025.00	1.C.6	Independence	IM	3.48	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
27-1025.00	1.C.7.a	Innovation	IM	4.52	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
27-1025.00	1.C.7.b	Analytical Thinking	IM	3.86	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
27-1026.00	1.C.1.a	Achievement/Effort	IM	3.75	24	0.12	3.50	4.00	N	07/2015	Incumbent
27-1026.00	1.C.1.b	Persistence	IM	3.80	24	0.15	3.49	4.11	N	07/2015	Incumbent
27-1026.00	1.C.1.c	Initiative	IM	3.79	24	0.24	3.30	4.29	N	07/2015	Incumbent
27-1026.00	1.C.2.b	Leadership	IM	3.68	24	0.24	3.19	4.17	N	07/2015	Incumbent
27-1026.00	1.C.3.a	Cooperation	IM	4.20	24	0.21	3.77	4.63	N	07/2015	Incumbent
27-1026.00	1.C.3.b	Concern for Others	IM	3.35	24	0.25	2.83	3.87	N	07/2015	Incumbent
27-1026.00	1.C.3.c	Social Orientation	IM	3.15	24	0.25	2.63	3.67	N	07/2015	Incumbent
27-1026.00	1.C.4.a	Self Control	IM	3.81	24	0.20	3.39	4.22	N	07/2015	Incumbent
27-1026.00	1.C.4.b	Stress Tolerance	IM	3.97	24	0.15	3.65	4.29	N	07/2015	Incumbent
27-1026.00	1.C.4.c	Adaptability/Flexibility	IM	4.01	24	0.23	3.53	4.50	N	07/2015	Incumbent
27-1026.00	1.C.5.a	Dependability	IM	4.20	24	0.14	3.90	4.50	N	07/2015	Incumbent
27-1026.00	1.C.5.b	Attention to Detail	IM	4.51	24	0.21	4.07	4.94	N	07/2015	Incumbent
27-1026.00	1.C.5.c	Integrity	IM	4.20	24	0.16	3.87	4.52	N	07/2015	Incumbent
27-1026.00	1.C.6	Independence	IM	3.97	24	0.19	3.58	4.37	N	07/2015	Incumbent
27-1026.00	1.C.7.a	Innovation	IM	4.09	24	0.18	3.72	4.46	N	07/2015	Incumbent
27-1026.00	1.C.7.b	Analytical Thinking	IM	3.71	24	0.27	3.16	4.26	N	07/2015	Incumbent
27-1027.00	1.C.1.a	Achievement/Effort	IM	4.22	23	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-1027.00	1.C.1.b	Persistence	IM	4.30	23	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-1027.00	1.C.1.c	Initiative	IM	4.52	23	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-1027.00	1.C.2.b	Leadership	IM	4.13	23	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-1027.00	1.C.3.a	Cooperation	IM	4.48	23	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-1027.00	1.C.3.b	Concern for Others	IM	3.43	23	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-1027.00	1.C.3.c	Social Orientation	IM	3.57	23	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-1027.00	1.C.4.a	Self Control	IM	4.09	23	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-1027.00	1.C.4.b	Stress Tolerance	IM	4.39	23	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-1027.00	1.C.4.c	Adaptability/Flexibility	IM	4.30	23	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-1027.00	1.C.5.a	Dependability	IM	4.74	23	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-1027.00	1.C.5.b	Attention to Detail	IM	4.78	23	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-1027.00	1.C.5.c	Integrity	IM	3.96	23	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-1027.00	1.C.6	Independence	IM	4.17	23	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-1027.00	1.C.7.a	Innovation	IM	4.48	23	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-1027.00	1.C.7.b	Analytical Thinking	IM	3.91	23	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-2011.00	1.C.1.a	Achievement/Effort	IM	4.73	17	0.11	4.50	4.96	N	07/2017	Incumbent
27-2011.00	1.C.1.b	Persistence	IM	4.84	17	0.09	4.66	5.00	N	07/2017	Incumbent
27-2011.00	1.C.1.c	Initiative	IM	4.81	17	0.08	4.64	4.97	N	07/2017	Incumbent
27-2011.00	1.C.2.b	Leadership	IM	3.72	17	0.31	3.07	4.37	N	07/2017	Incumbent
27-2011.00	1.C.3.a	Cooperation	IM	5.00	17	0.00	n/a	n/a	N	07/2017	Incumbent
27-2011.00	1.C.3.b	Concern for Others	IM	4.16	17	0.18	3.78	4.54	N	07/2017	Incumbent
27-2011.00	1.C.3.c	Social Orientation	IM	4.79	17	0.14	4.49	5.00	N	07/2017	Incumbent
27-2011.00	1.C.4.a	Self Control	IM	4.53	17	0.22	4.07	5.00	N	07/2017	Incumbent
27-2011.00	1.C.4.b	Stress Tolerance	IM	4.63	17	0.16	4.30	4.96	N	07/2017	Incumbent
27-2011.00	1.C.4.c	Adaptability/Flexibility	IM	4.78	17	0.09	4.59	4.96	N	07/2017	Incumbent
27-2011.00	1.C.5.a	Dependability	IM	4.78	16	0.12	4.53	5.00	N	07/2017	Incumbent
27-2011.00	1.C.5.b	Attention to Detail	IM	4.05	17	0.23	3.56	4.55	N	07/2017	Incumbent
27-2011.00	1.C.5.c	Integrity	IM	3.93	17	0.33	3.22	4.64	N	07/2017	Incumbent
27-2011.00	1.C.6	Independence	IM	3.90	17	0.24	3.39	4.42	N	07/2017	Incumbent
27-2011.00	1.C.7.a	Innovation	IM	4.06	17	0.18	3.69	4.44	N	07/2017	Incumbent
27-2011.00	1.C.7.b	Analytical Thinking	IM	3.25	17	0.17	2.89	3.61	N	07/2017	Incumbent
27-2012.01	1.C.1.a	Achievement/Effort	IM	4.11	20	0.15	3.79	4.43	N	07/2011	Incumbent
27-2012.01	1.C.1.b	Persistence	IM	4.07	20	0.14	3.77	4.36	N	07/2011	Incumbent
27-2012.01	1.C.1.c	Initiative	IM	4.60	20	0.14	4.31	4.89	N	07/2011	Incumbent
27-2012.01	1.C.2.b	Leadership	IM	4.67	20	0.13	4.39	4.95	N	07/2011	Incumbent
27-2012.01	1.C.3.a	Cooperation	IM	4.24	20	0.11	4.01	4.47	N	07/2011	Incumbent
27-2012.01	1.C.3.b	Concern for Others	IM	3.84	20	0.14	3.55	4.12	N	07/2011	Incumbent
27-2012.01	1.C.3.c	Social Orientation	IM	4.11	20	0.12	3.85	4.36	N	07/2011	Incumbent
27-2012.01	1.C.4.a	Self Control	IM	4.41	20	0.21	3.97	4.85	N	07/2011	Incumbent
27-2012.01	1.C.4.b	Stress Tolerance	IM	4.69	20	0.13	4.41	4.96	N	07/2011	Incumbent
27-2012.01	1.C.4.c	Adaptability/Flexibility	IM	4.45	20	0.12	4.20	4.70	N	07/2011	Incumbent
27-2012.01	1.C.5.a	Dependability	IM	4.68	20	0.12	4.42	4.94	N	07/2011	Incumbent
27-2012.01	1.C.5.b	Attention to Detail	IM	4.62	20	0.15	4.32	4.93	N	07/2011	Incumbent
27-2012.01	1.C.5.c	Integrity	IM	4.69	20	0.12	4.43	4.95	N	07/2011	Incumbent
27-2012.01	1.C.6	Independence	IM	3.92	20	0.25	3.39	4.45	N	07/2011	Incumbent
27-2012.01	1.C.7.a	Innovation	IM	3.86	20	0.18	3.49	4.23	N	07/2011	Incumbent
27-2012.01	1.C.7.b	Analytical Thinking	IM	3.35	20	0.15	3.02	3.67	N	07/2011	Incumbent
27-2012.02	1.C.1.a	Achievement/Effort	IM	3.84	15	0.30	3.20	4.48	N	08/2019	Incumbent
27-2012.02	1.C.1.b	Persistence	IM	4.14	15	0.24	3.63	4.65	N	08/2019	Incumbent
27-2012.02	1.C.1.c	Initiative	IM	3.94	15	0.23	3.44	4.44	N	08/2019	Incumbent
27-2012.02	1.C.2.b	Leadership	IM	4.54	15	0.28	3.94	5.00	N	08/2019	Incumbent
27-2012.02	1.C.3.a	Cooperation	IM	4.52	15	0.28	3.92	5.00	N	08/2019	Incumbent
27-2012.02	1.C.3.b	Concern for Others	IM	3.82	15	0.33	3.10	4.53	N	08/2019	Incumbent
27-2012.02	1.C.3.c	Social Orientation	IM	4.38	15	0.34	3.64	5.00	N	08/2019	Incumbent
27-2012.02	1.C.4.a	Self Control	IM	4.20	14	0.40	3.34	5.00	N	08/2019	Incumbent
27-2012.02	1.C.4.b	Stress Tolerance	IM	4.60	15	0.27	4.01	5.00	N	08/2019	Incumbent
27-2012.02	1.C.4.c	Adaptability/Flexibility	IM	4.26	15	0.22	3.78	4.74	N	08/2019	Incumbent
27-2012.02	1.C.5.a	Dependability	IM	4.35	15	0.23	3.85	4.85	N	08/2019	Incumbent
27-2012.02	1.C.5.b	Attention to Detail	IM	4.68	15	0.27	4.11	5.00	N	08/2019	Incumbent
27-2012.02	1.C.5.c	Integrity	IM	4.41	14	0.38	3.58	5.00	N	08/2019	Incumbent
27-2012.02	1.C.6	Independence	IM	3.30	14	0.36	2.52	4.08	N	08/2019	Incumbent
27-2012.02	1.C.7.a	Innovation	IM	3.99	13	0.19	3.58	4.40	N	08/2019	Incumbent
27-2012.02	1.C.7.b	Analytical Thinking	IM	4.05	14	0.25	3.50	4.59	N	08/2019	Incumbent
27-2012.03	1.C.1.a	Achievement/Effort	IM	4.20	29	0.22	3.76	4.65	N	07/2012	Incumbent
27-2012.03	1.C.1.b	Persistence	IM	4.19	29	0.27	3.64	4.75	N	07/2012	Incumbent
27-2012.03	1.C.1.c	Initiative	IM	4.34	29	0.23	3.87	4.80	N	07/2012	Incumbent
27-2012.03	1.C.2.b	Leadership	IM	4.27	29	0.29	3.67	4.87	N	07/2012	Incumbent
27-2012.03	1.C.3.a	Cooperation	IM	4.50	29	0.15	4.20	4.80	N	07/2012	Incumbent
27-2012.03	1.C.3.b	Concern for Others	IM	4.17	29	0.26	3.63	4.71	N	07/2012	Incumbent
27-2012.03	1.C.3.c	Social Orientation	IM	4.37	29	0.19	3.98	4.76	N	07/2012	Incumbent
27-2012.03	1.C.4.a	Self Control	IM	4.49	29	0.18	4.12	4.85	N	07/2012	Incumbent
27-2012.03	1.C.4.b	Stress Tolerance	IM	4.39	29	0.24	3.91	4.87	N	07/2012	Incumbent
27-2012.03	1.C.4.c	Adaptability/Flexibility	IM	4.39	29	0.19	4.00	4.78	N	07/2012	Incumbent
27-2012.03	1.C.5.a	Dependability	IM	4.60	29	0.14	4.31	4.89	N	07/2012	Incumbent
27-2012.03	1.C.5.b	Attention to Detail	IM	4.60	29	0.16	4.28	4.92	N	07/2012	Incumbent
27-2012.03	1.C.5.c	Integrity	IM	4.40	29	0.21	3.95	4.84	N	07/2012	Incumbent
27-2012.03	1.C.6	Independence	IM	4.30	29	0.22	3.84	4.76	N	07/2012	Incumbent
27-2012.03	1.C.7.a	Innovation	IM	4.39	29	0.25	3.88	4.89	N	07/2012	Incumbent
27-2012.03	1.C.7.b	Analytical Thinking	IM	4.38	29	0.24	3.90	4.86	N	07/2012	Incumbent
27-2012.04	1.C.1.a	Achievement/Effort	IM	3.87	27	0.26	3.34	4.41	N	08/2019	Incumbent
27-2012.04	1.C.1.b	Persistence	IM	4.38	27	0.22	3.93	4.84	N	08/2019	Incumbent
27-2012.04	1.C.1.c	Initiative	IM	4.21	27	0.18	3.83	4.58	N	08/2019	Incumbent
27-2012.04	1.C.2.b	Leadership	IM	3.84	27	0.28	3.26	4.42	N	08/2019	Incumbent
27-2012.04	1.C.3.a	Cooperation	IM	4.66	27	0.15	4.37	4.96	N	08/2019	Incumbent
27-2012.04	1.C.3.b	Concern for Others	IM	4.27	27	0.25	3.76	4.79	N	08/2019	Incumbent
27-2012.04	1.C.3.c	Social Orientation	IM	4.09	27	0.23	3.62	4.56	N	08/2019	Incumbent
27-2012.04	1.C.4.a	Self Control	IM	4.24	27	0.23	3.76	4.73	N	08/2019	Incumbent
27-2012.04	1.C.4.b	Stress Tolerance	IM	4.09	27	0.22	3.63	4.55	N	08/2019	Incumbent
27-2012.04	1.C.4.c	Adaptability/Flexibility	IM	4.24	27	0.24	3.73	4.74	N	08/2019	Incumbent
27-2012.04	1.C.5.a	Dependability	IM	4.74	27	0.12	4.49	4.99	N	08/2019	Incumbent
27-2012.04	1.C.5.b	Attention to Detail	IM	4.58	27	0.15	4.26	4.89	N	08/2019	Incumbent
27-2012.04	1.C.5.c	Integrity	IM	4.30	27	0.23	3.83	4.77	N	08/2019	Incumbent
27-2012.04	1.C.6	Independence	IM	4.08	27	0.31	3.44	4.72	N	08/2019	Incumbent
27-2012.04	1.C.7.a	Innovation	IM	3.25	27	0.33	2.58	3.93	N	08/2019	Incumbent
27-2012.04	1.C.7.b	Analytical Thinking	IM	3.28	27	0.32	2.61	3.94	N	08/2019	Incumbent
27-2012.05	1.C.1.a	Achievement/Effort	IM	4.03	17	0.30	3.40	4.66	N	08/2019	Incumbent
27-2012.05	1.C.1.b	Persistence	IM	3.67	17	0.39	2.84	4.51	N	08/2019	Incumbent
27-2012.05	1.C.1.c	Initiative	IM	4.36	17	0.13	4.08	4.63	N	08/2019	Incumbent
27-2012.05	1.C.2.b	Leadership	IM	4.33	17	0.42	3.43	5.00	N	08/2019	Incumbent
27-2012.05	1.C.3.a	Cooperation	IM	4.94	17	0.04	4.86	5.00	N	08/2019	Incumbent
27-2012.05	1.C.3.b	Concern for Others	IM	3.55	17	0.26	3.00	4.10	N	08/2019	Incumbent
27-2012.05	1.C.3.c	Social Orientation	IM	3.30	17	0.14	3.02	3.59	N	08/2019	Incumbent
27-2012.05	1.C.4.a	Self Control	IM	4.32	17	0.21	3.87	4.77	N	08/2019	Incumbent
27-2012.05	1.C.4.b	Stress Tolerance	IM	4.49	17	0.17	4.13	4.84	N	08/2019	Incumbent
27-2012.05	1.C.4.c	Adaptability/Flexibility	IM	4.52	17	0.15	4.20	4.85	N	08/2019	Incumbent
27-2012.05	1.C.5.a	Dependability	IM	4.39	17	0.22	3.92	4.86	N	08/2019	Incumbent
27-2012.05	1.C.5.b	Attention to Detail	IM	4.55	17	0.15	4.23	4.88	N	08/2019	Incumbent
27-2012.05	1.C.5.c	Integrity	IM	3.27	17	0.15	2.96	3.57	N	08/2019	Incumbent
27-2012.05	1.C.6	Independence	IM	3.23	17	0.13	2.95	3.50	N	08/2019	Incumbent
27-2012.05	1.C.7.a	Innovation	IM	3.30	17	0.34	2.58	4.03	N	08/2019	Incumbent
27-2012.05	1.C.7.b	Analytical Thinking	IM	3.03	17	0.22	2.56	3.50	N	08/2019	Incumbent
27-2021.00	1.C.1.a	Achievement/Effort	IM	4.39	24	0.16	4.06	4.72	N	07/2016	Incumbent
27-2021.00	1.C.1.b	Persistence	IM	4.26	23	0.19	3.87	4.64	N	07/2016	Incumbent
27-2021.00	1.C.1.c	Initiative	IM	4.24	24	0.15	3.94	4.55	N	07/2016	Incumbent
27-2021.00	1.C.2.b	Leadership	IM	4.17	24	0.30	3.54	4.79	N	07/2016	Incumbent
27-2021.00	1.C.3.a	Cooperation	IM	4.17	24	0.28	3.60	4.74	N	07/2016	Incumbent
27-2021.00	1.C.3.b	Concern for Others	IM	3.76	24	0.30	3.14	4.38	N	07/2016	Incumbent
27-2021.00	1.C.3.c	Social Orientation	IM	3.95	24	0.26	3.41	4.50	N	07/2016	Incumbent
27-2021.00	1.C.4.a	Self Control	IM	4.41	24	0.19	4.01	4.81	N	07/2016	Incumbent
27-2021.00	1.C.4.b	Stress Tolerance	IM	4.59	24	0.17	4.23	4.95	N	07/2016	Incumbent
27-2021.00	1.C.4.c	Adaptability/Flexibility	IM	4.05	24	0.25	3.54	4.57	N	07/2016	Incumbent
27-2021.00	1.C.5.a	Dependability	IM	4.21	24	0.20	3.80	4.62	N	07/2016	Incumbent
27-2021.00	1.C.5.b	Attention to Detail	IM	4.63	24	0.08	4.46	4.81	N	07/2016	Incumbent
27-2021.00	1.C.5.c	Integrity	IM	4.22	24	0.17	3.87	4.57	N	07/2016	Incumbent
27-2021.00	1.C.6	Independence	IM	3.50	24	0.32	2.83	4.17	N	07/2016	Incumbent
27-2021.00	1.C.7.a	Innovation	IM	3.09	24	0.31	2.46	3.73	N	07/2016	Incumbent
27-2021.00	1.C.7.b	Analytical Thinking	IM	3.27	24	0.38	2.48	4.06	N	07/2016	Incumbent
27-2022.00	1.C.1.a	Achievement/Effort	IM	4.01	33	0.32	3.35	4.67	N	08/2019	Incumbent
27-2022.00	1.C.1.b	Persistence	IM	4.15	33	0.32	3.50	4.79	N	08/2019	Incumbent
27-2022.00	1.C.1.c	Initiative	IM	4.14	33	0.25	3.63	4.64	N	08/2019	Incumbent
27-2022.00	1.C.2.b	Leadership	IM	4.51	33	0.19	4.13	4.89	N	08/2019	Incumbent
