NASA Class Code,NASA Specialty Title,NCC,OPM Series Title,OPMSeries,OPM,NCC GRP NUM,NCC Group,Skill Mix Group,OPM SERIES NUMBER,OPM SERIES TITLE ,SUPERVISORY FEDERAL SECTOR JOB GROUP,NON-SUPERVISORY FEDERAL SECTOR JOB GROUP,2010 SOC CODE,2010 EEO TABULATION (CENSUS) CODE,2010 EEO TABULATION (CENSUS) OCCUPATION TITLE,
996-00,Consultant (Health Science),996-00 Consultant (Health Science),Consultant (Health Science),GS-0601-0,GS-0601-0 Consultant (Health Science),996,Health Science,S&E,601,GENERAL MEDICAL AND HEALTHCARE,1,2,29-1199,3260,"HEALTH DIAGNOSING & TREATING PRACTITIONERS, ALL OTHER",
901-01,Medical Officer (Aviation Medicine),901-01 Medical Officer (Aviation Medicine),Medical Officer (Aviation Medicine),GS-0602-0,GS-0602-0 Medical Officer (Aviation Medicine),901,Health Science,S&E,602,PHYSICIAN,1,2,29-1060,3060,PHYSICIANS & SURGEONS,
901-02,Medical Officer (Occupational Medicine),901-02 Medical Officer (Occupational Medicine),Medical Officer (Occupational Medicine),GS-0602-0,GS-0602-0 Medical Officer (Occupational Medicine),901,Health Science,S&E,602,PHYSICIAN,1,2,29-1060,3060,PHYSICIANS & SURGEONS,
901-03,Medical Officer,901-03 Medical Officer,Medical Officer,GS-0602-0,GS-0602-0 Medical Officer,901,Health Science,S&E,602,PHYSICIAN,1,2,29-1060,3060,PHYSICIANS & SURGEONS,
908-01,Nurse,908-01 Nurse,Nurse,GS-0610-0,GS-0610-0 Nurse,908,Health Science,S&E,610,NURSING,1,2,29-1141,3255,REGISTERED NURSES,
920-01,Dietitian,920-01 Dietitian,Dietitian,GS-0630-0,GS-0630-0 Dietitian,920,Health Science,S&E,630,DIETETICS & NUTRITION,1,2,29-1031,3030,DIETICIANS & NUTRITIONISTS,
338-01,Medical Technician,338-01 Medical Technician,Medical Technician,GS-0645,GS-0645 Medical Technician,338,Misc Tech,TECH,645,MEDICAL TECHNICIAN,1,3,29-2010,3300,CLINICAL LABORATORY TECHNOLOGISTS & TECHNICIANS,
925-01,Health System Specialist,925-01 Health System Specialist,Health System Specialist,GS-0671-0,GS-0671-0 Health System Specialist,925,Health Science,S&E,671,HEALTH SYSTEM SPECIALIST,1,2,13-1111,710,MANAGEMENT ANALYSTS,
519-01,Medical Records Technician,519-01 Medical Records Technician,Medical Records Technician,GS-0675-0,GS-0675-0 Medical Records Technician,519,Specialized Admin Clerical,CLERICAL,675,MEDICAL RECORDS TECHNICIAN,1,3,29-2071,3510,MEDICAL RECORDS & HEALTH INFORMATION TECHNICIANS,
699-18,Sanitarian,699-18 Sanitarian,Sanitarian,GS-0688-0,GS-0688-0 Sanitarian,699,Misc Specialty,PROF ADMIN,688,SANITARIAN,1,3,29-9000,3540,OTHER HEALTHCARE PRACTITIONERS & TECHNICAL OCCUPATIONS,
911-01,Industrial Hygienist,911-01 Industrial Hygienist,Industrial Hygienist,GS-0690-0,GS-0690-0 Industrial Hygienist,911,Health Science,S&E,690,INDUSTRIAL HYGIENE,1,3,29-9000,3540,OTHER HEALTHCARE PRACTITIONERS & TECHNICAL OCCUPATIONS,
340-08,Student Trainee (Medical and Health),340-08 Student Trainee (Medical and Health),Student Trainee (Medical and Health),GS-0699,GS-0699 Student Trainee (Medical and Health),340,Student Trainee Tech,TECH,699,MEDICAL & HEALTH STUDENT TRAINEE,1,2*,29-9000,3540,OTHER HEALTHCARE PRACTITIONERS & TECHNICAL OCCUPATIONS,
999-99,Student Trainee (Health Science),999-99 Student Trainee (Health Science),Student Trainee (Health Science),GS-0699-0,GS-0699-0 Student Trainee (Health Science),999,Health Science,S&E,699,MEDICAL & HEALTH STUDENT TRAINEE,1,2*,29-9000,3540,OTHER HEALTHCARE PRACTITIONERS & TECHNICAL OCCUPATIONS,
910-01,Veterinary Medical Officer,910-01 Veterinary Medical Officer,Veterinary Medical Officer,GS-0701-0,GS-0701-0 Veterinary Medical Officer,910,Health Science,S&E,701,VETERINARY MEDICAL SCIENCE ,1,2,29-1131,3250,VETERINARIANS,
340-12,Student Trainee (Veterinary Medical Science),340-12 Student Trainee (Veterinary Medical Science),Student Trainee (Veterinary Medical Science),GS-0799,GS-0799 Student Trainee (Veterinary Medical Science),340,Student Trainee Tech,TECH,799,VETERINARY STUDENT TRAINEE,1,2,29-1131,3250,VETERINARIANS,
301-01,Engineering Aid,301-01 Engineering Aid,Engineering Aid,GS-0802,GS-0802 Engineering Aid,301,Engineering and Electronics Tech,TECH,802,ENGINEERING TECHNICAL,1,3,17-3020,1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS",
301-02,Engineering Technician (Architecture),301-02 Engineering Technician (Architecture),Engineering Technician (Architecture),GS-0802,GS-0802 Engineering Technician (Architecture),301,Engineering and Electronics Tech,TECH,802,ENGINEERING TECHNICAL,1,3,17-3020,1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS",
301-03,Engineering Technician (Civil),301-03 Engineering Technician (Civil),Engineering Technician (Civil),GS-0802,GS-0802 Engineering Technician (Civil),301,Engineering and Electronics Tech,TECH,802,ENGINEERING TECHNICAL,1,3,17-3020,1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS",
301-04,Engineering Technician (Chemical),301-04 Engineering Technician (Chemical),Engineering Technician (Chemical),GS-0802,GS-0802 Engineering Technician (Chemical),301,Engineering and Electronics Tech,TECH,802,ENGINEERING TECHNICAL,1,3,17-3020,1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS",
301-05,Engineering Technician (Mining),301-05 Engineering Technician (Mining),Engineering Technician (Mining),GS-0802,GS-0802 Engineering Technician (Mining),301,Engineering and Electronics Tech,TECH,802,ENGINEERING TECHNICAL,1,3,17-3020,1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS",
301-06,Engineering Technician (Electrical),301-06 Engineering Technician (Electrical),Engineering Technician (Electrical),GS-0802,GS-0802 Engineering Technician (Electrical),301,Engineering and Electronics Tech,TECH,802,ENGINEERING TECHNICAL,1,3,17-3020,1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS",
301-07,Engineering Technician,301-07 Engineering Technician,Engineering Technician,GS-0802,GS-0802 Engineering Technician,301,Engineering and Electronics Tech,TECH,802,ENGINEERING TECHNICAL,1,3,17-3020,1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS",
301-08,Engineering Technician (Materials),301-08 Engineering Technician (Materials),Engineering Technician (Materials),GS-0802,GS-0802 Engineering Technician (Materials),301,Engineering and Electronics Tech,TECH,802,ENGINEERING TECHNICAL,1,3,17-3020,1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS",
301-09,Engineering Technician (Mechanical),301-09 Engineering Technician (Mechanical),Engineering Technician (Mechanical),GS-0802,GS-0802 Engineering Technician (Mechanical),301,Engineering and Electronics Tech,TECH,802,ENGINEERING TECHNICAL,1,3,17-3020,1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS",
301-10,Engineering Technician (Nuclear),301-10 Engineering Technician (Nuclear),Engineering Technician (Nuclear),GS-0802,GS-0802 Engineering Technician (Nuclear),301,Engineering and Electronics Tech,TECH,802,ENGINEERING TECHNICAL,1,3,17-3020,1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS",
301-11,Engineering Technician (Naval Architecture),301-11 Engineering Technician (Naval Architecture),Engineering Technician (Naval Architecture),GS-0802,GS-0802 Engineering Technician (Naval Architecture),301,Engineering and Electronics Tech,TECH,802,ENGINEERING TECHNICAL,1,3,17-3020,1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS",
301-13,Engineering Technician (Aerospace),301-13 Engineering Technician (Aerospace),Engineering Technician (Aerospace),GS-0802,GS-0802 Engineering Technician (Aerospace),301,Engineering and Electronics Tech,TECH,802,ENGINEERING TECHNICAL,1,3,17-3020,1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS",
301-15,Engineering Technician (Petroleum),301-15 Engineering Technician (Petroleum),Engineering Technician (Petroleum),GS-0802,GS-0802 Engineering Technician (Petroleum),301,Engineering and Electronics Tech,TECH,802,ENGINEERING TECHNICAL,1,3,17-3020,1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS",
301-17,Engineering Technician (Drafting),301-17 Engineering Technician (Drafting),Engineering Technician (Drafting),GS-0802,GS-0802 Engineering Technician (Drafting),301,Engineering and Electronics Tech,TECH,802,ENGINEERING TECHNICAL,1,3,17-3020,1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS",
202-01,Safety Engineer,202-01 Safety Engineer,Safety Engineer,GS-0803,GS-0803 Safety Engineer,202,S&E Non-AST,S&E,803,SAFETY ENGINEERING ,1,2,17-2110,1430,"INDUSTRIAL ENGINEERS, INCLUDING HEALTH & SAFETY",
203-01,Fire Protection Engineer,203-01 Fire Protection Engineer,Fire Protection Engineer,GS-0804,GS-0804 Fire Protection Engineer,203,S&E Non-AST,S&E,804,FIRE PROTECTION ENGINEERING,1,2,17-2110,1430,"INDUSTRIAL ENGINEERS, INCLUDING HEALTH & SAFETY",
205-01,Materials Engineer,205-01 Materials Engineer,Materials Engineer,GS-0806,GS-0806 Materials Engineer,205,S&E Non-AST,S&E,806,MATERIALS ENGINEERING ,1,2,17-2131,1450,MATERIALS ENGINEERS,
205-02,Materials Engineer (Ceramics),205-02 Materials Engineer (Ceramics),Materials Engineer (Ceramics),GS-0806,GS-0806 Materials Engineer (Ceramics),205,S&E Non-AST,S&E,806,MATERIALS ENGINEERING ,1,2,17-2131,1450,MATERIALS ENGINEERS,
206-02,Landscape Architect,206-02 Landscape Architect,Landscape Architect,GS-0807,GS-0807 Landscape Architect,206,S&E Non-AST,S&E,807,LANDSCAPE ARCHITECTURE ,1,2,17-1010,1300,ARCHITECTS,
206-01,Architect,206-01 Architect,Architect,GS-0808,GS-0808 Architect,206,S&E Non-AST,S&E,808,ARCHITECTURE,1,2,17-1010,1300,ARCHITECTS,
360-01,Construction Control Representative,360-01 Construction Control Representative,Construction Control Representative,GS-0809,GS-0809 Construction Control Representative,360,Inspection and Protection,TECH,809,CONSTRUCTION CONTROL TECHNICAL,1,2*,47-4011,6660,CONSTRUCTION & BUILDING INSPECTORS,
360-02,Construction Control Inspector,360-02 Construction Control Inspector,Construction Control Inspector,GS-0809,GS-0809 Construction Control Inspector,360,Inspection and Protection,TECH,809,CONSTRUCTION CONTROL TECHNICAL,1,2*,47-4011,6660,CONSTRUCTION & BUILDING INSPECTORS,
207-01,Civil Engineer,207-01 Civil Engineer,Civil Engineer,GS-0810,GS-0810 Civil Engineer,207,S&E Non-AST,S&E,810,CIVIL ENGINEERING,1,2,17-2051,1360,CIVIL ENGINEERS,
207-02,Civil Engineer (Structural),207-02 Civil Engineer (Structural),Civil Engineer (Structural),GS-0810,GS-0810 Civil Engineer (Structural),207,S&E Non-AST,S&E,810,CIVIL ENGINEERING,1,2,17-2051,1360,CIVIL ENGINEERS,
210-01,Environmental Engineer,210-01 Environmental Engineer,Environmental Engineer,GS-0819,GS-0819 Environmental Engineer,210,S&E Non-AST,S&E,819,ENVIRONMENTAL ENGINEERING,1,2,17-2081,1420,ENVIRONMENTAL ENGINEERS,
211-01,Mechanical Engineer,211-01 Mechanical Engineer,Mechanical Engineer,GS-0830,GS-0830 Mechanical Engineer,211,S&E Non-AST,S&E,830,MECHANICAL ENGINEERING ,1,2,17-2141,1460,MECHANICAL ENGINEERS,
212-01,Nuclear Engineer,212-01 Nuclear Engineer,Nuclear Engineer,GS-0840,GS-0840 Nuclear Engineer,212,S&E Non-AST,S&E,840,NUCLEAR ENGINEERING,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
214-01,Electrical Engineer,214-01 Electrical Engineer,Electrical Engineer,GS-0850,GS-0850 Electrical Engineer,214,S&E Non-AST,S&E,850,ELECTRICAL ENGINEERING,1,2,17-2070,1410,ELECTRICAL & ELECTRONIC ENGINEERS,
213-01,Computer Engineer,213-01 Computer Engineer,Computer Engineer,GS-0854,GS-0854 Computer Engineer,213,S&E Non-AST,S&E,854,COMPUTER ENGINEERING,1,2,17-2061,1400,COMPUTER HARDWARE ENGINEERS,
215-01,Electronics Engineer,215-01 Electronics Engineer,Electronics Engineer,GS-0855,GS-0855 Electronics Engineer,215,S&E Non-AST,S&E,855,ELECTRONICS ENGINEERING,1,2,17-2070,1410,ELECTRICAL & ELECTRONIC ENGINEERS,
305-01,Electronics Technician,305-01 Electronics Technician,Electronics Technician,GS-0856,GS-0856 Electronics Technician,305,Engineering and Electronics Tech,TECH,856,ELECTRONICS TECHNICAL,1,3,17-3020,1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS",
305-02,Electronics Aid,305-02 Electronics Aid,Electronics Aid,GS-0856,GS-0856 Electronics Aid,305,Engineering and Electronics Tech,TECH,856,ELECTRONICS TECHNICAL,1,3,17-3020,1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS",
220-01,Aerospace Engineer,220-01 Aerospace Engineer,Aerospace Engineer,GS-0861,GS-0861 Aerospace Engineer,220,S&E Non-AST,S&E,861,AEROSPACE ENGINEERING  ,1,2,17-2011,1320,AEROSPACE ENGINEERS,
216-01,Naval Architect,216-01 Naval Architect,Naval Architect,GS-0871,GS-0871 Naval Architect,216,S&E Non-AST,S&E,871,NAVAL ARCHITECTURE,1,2,17-2121,1440,MARINE ENGINEERS & NAVAL ARCHITECTS,
217-01,Chemical Engineer,217-01 Chemical Engineer,Chemical Engineer,GS-0893,GS-0893 Chemical Engineer,217,S&E Non-AST,S&E,893,CHEMICAL ENGINEERING,1,2,17-2041,1350,CHEMICAL ENGINEERS,
301-12,Industrial Engineering Technician,301-12 Industrial Engineering Technician,Industrial Engineering Technician,GS-0895,GS-0895 Industrial Engineering Technician,301,Engineering and Electronics Tech,TECH,895,INDUSTRIAL ENGINEERING TECHNICAL,1,3,17-3020,1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS",
301-14,Industrial Engineering Aid,301-14 Industrial Engineering Aid,Industrial Engineering Aid,GS-0895,GS-0895 Industrial Engineering Aid,301,Engineering and Electronics Tech,TECH,895,INDUSTRIAL ENGINEERING TECHNICAL,1,3,17-3020,1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS",
219-01,Industrial Engineer,219-01 Industrial Engineer,Industrial Engineer,GS-0896,GS-0896 Industrial Engineer,219,S&E Non-AST,S&E,896,INDUSTRIAL ENGINEERING ,1,2,17-2110,1430,"INDUSTRIAL ENGINEERS, INCLUDING HEALTH & SAFETY",
299-99,Student Trainee (Engineering),299-99 Student Trainee (Engineering),Student Trainee (Engineering),GS-0899,GS-0899 Student Trainee (Engineering),299,S&E Non-AST,S&E,899,ENGINEERING & ARCHITECTURE STUDENT TRAINEE,1,3*,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
340-04,Student Trainee (Engineering),340-04 Student Trainee (Engineering),Student Trainee (Engineering),GS-0899,GS-0899 Student Trainee (Engineering),340,Student Trainee Tech,TECH,899,ENGINEERING & ARCHITECTURE STUDENT TRAINEE,1,3*,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
340-09,Student Trainee (Engineering Technician),340-09 Student Trainee (Engineering Technician),Student Trainee (Engineering Technician),GS-0899,GS-0899 Student Trainee (Engineering Technician),340,Student Trainee Tech,TECH,899,ENGINEERING & ARCHITECTURE STUDENT TRAINEE,1,3*,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
665-01,Legal Administrative Specialist,665-01 Legal Administrative Specialist,Legal Administrative Specialist,GS-0901-0,GS-0901-0 Legal Administrative Specialist,665,"Legal, Legislative, and Patent",PROF ADMIN,901,GENERAL LEGAL & KINDRED ADMINISTRATION,1,5,23-2090,2160,MISCELLANEOUS LEGAL SUPPORT WORKERS,
660-02,Law Clerk,660-02 Law Clerk,Law Clerk,GS-0904-0,GS-0904-0 Law Clerk,660,"Legal, Legislative, and Patent",PROF ADMIN,904,LAW CLERK,1,5,23-10XX,2100,"LAWYERS, & JUDGES, MAGISTRATES, & OTHER JUDICIAL WORKERS ",
660-01,Attorney-Adviser,660-01 Attorney-Adviser,Attorney-Adviser,GS-0905-0,GS-0905-0 Attorney-Adviser,660,"Legal, Legislative, and Patent",PROF ADMIN,905,GENERAL ATTORNEY,1,2,23-10XX,2100,"LAWYERS, & JUDGES, MAGISTRATES, & OTHER JUDICIAL WORKERS ",
660-03,Attorney Adviser (Contract),660-03 Attorney Adviser (Contract),Attorney Adviser (Contract),GS-0905-0,GS-0905-0 Attorney Adviser (Contract),660,"Legal, Legislative, and Patent",PROF ADMIN,905,GENERAL ATTORNEY,1,2,23-10XX,2100,"LAWYERS, & JUDGES, MAGISTRATES, & OTHER JUDICIAL WORKERS ",
660-04,General Attorney,660-04 General Attorney,General Attorney,GS-0905-0,GS-0905-0 General Attorney,660,"Legal, Legislative, and Patent",PROF ADMIN,905,GENERAL ATTORNEY,1,2,23-10XX,2100,"LAWYERS, & JUDGES, MAGISTRATES, & OTHER JUDICIAL WORKERS ",
660-05,Attorney-Adviser (General),660-05 Attorney-Adviser (General),Attorney-Adviser (General),GS-0905-0,GS-0905-0 Attorney-Adviser (General),660,"Legal, Legislative, and Patent",PROF ADMIN,905,GENERAL ATTORNEY,1,2,23-10XX,2100,"LAWYERS, & JUDGES, MAGISTRATES, & OTHER JUDICIAL WORKERS ",
664-01,Paralegal Specialist,664-01 Paralegal Specialist,Paralegal Specialist,GS-0950-0,GS-0950-0 Paralegal Specialist,664,"Legal, Legislative, and Patent",PROF ADMIN,950,PARALEGAL SPECIALIST,1,5,23-2011,2145,PARALEGALS & LEGAL ASSISTANTS,
591-01,Legal Assistant,591-01 Legal Assistant,Legal Assistant,GS-0986-0,GS-0986-0 Legal Assistant,591,Legal Admin and Clerical,CLERICAL,986,LEGAL ASSISTANCE,1,5,23-2090,2160,MISCELLANEOUS LEGAL SUPPORT WORKERS,
591-05,Legal Assistant (OA),591-05 Legal Assistant (OA),Legal Assistant (OA),GS-0986-0,GS-0986-0 Legal Assistant (OA),591,Legal Admin and Clerical,CLERICAL,986,LEGAL ASSISTANCE,1,5,23-2090,2160,MISCELLANEOUS LEGAL SUPPORT WORKERS,
540-07,Student Trainee (Legal),540-07 Student Trainee (Legal),Student Trainee (Legal),GS-0999-0,GS-0999-0 Student Trainee (Legal),540,Student Trainee Admin,CLERICAL,999,LEGAL OCCUPATIONS STUDENT TRAINEE,1,5,23-2090,2160,MISCELLANEOUS LEGAL SUPPORT WORKERS,
600-01,Arts and Information Specialist,600-01 Arts and Information Specialist,Arts and Information Specialist,GS-1001-0,GS-1001-0 GENERAL ARTS AND INF,600,Technical Exhibits and Presenations,PROF ADMIN,1001,GENERAL ARTS & INFORMATION,1,2,27-1010,2600,ARTISTS & RELATED WORKERS,
640-01,Public Affairs Program Manager,640-01 Public Affairs Program Manager,Public Affairs Program Manager,GS-1001-0,GS-1001-0 Public Affairs Program Manager,640,Public Affairs,PROF ADMIN,1001,GENERAL ARTS & INFORMATION,1,2,27-1010,2600,ARTISTS & RELATED WORKERS,
640-02,Public Affairs Officer,640-02 Public Affairs Officer,Public Affairs Officer,GS-1001-0,GS-1001-0 Public Affairs Officer,640,Public Affairs,PROF ADMIN,1001,GENERAL ARTS & INFORMATION,1,2,27-1010,2600,ARTISTS & RELATED WORKERS,
643-01,Protocol Specialist,643-01 Protocol Specialist,Protocol Specialist,GS-1001-0,GS-1001-0 Protocol Specialist,643,Public Affairs,PROF ADMIN,1001,GENERAL ARTS & INFORMATION,1,2,27-1010,2600,ARTISTS & RELATED WORKERS,
643-02,Protocol Officer,643-02 Protocol Officer,Protocol Officer,GS-1001-0,GS-1001-0 Protocol Officer,643,Public Affairs,PROF ADMIN,1001,GENERAL ARTS & INFORMATION,1,2,27-1010,2600,ARTISTS & RELATED WORKERS,
643-03,Community Outreach Specialist,643-03 Community Outreach Specialist,Community Outreach Specialist,GS-1001-0,GS-1001-0 Community Outreach Specialist,643,Public Affairs,PROF ADMIN,1001,GENERAL ARTS & INFORMATION,1,2,27-1010,2600,ARTISTS & RELATED WORKERS,
670-01,Arts and Information Specialist,670-01 Arts and Information Specialist,Arts and Information Specialist,GS-1001-0,GS-1001-0 Arts and Information Specialist,670,Technical Exhibits and Presenations,PROF ADMIN,1001,GENERAL ARTS & INFORMATION,1,2,27-1010,2600,ARTISTS & RELATED WORKERS,
671-01,Exhibits Specialist,671-01 Exhibits Specialist,Exhibits Specialist,GS-1010-0,GS-1010-0 Exhibits Specialist,671,Technical Exhibits and Presenations,PROF ADMIN,1010,EXHIBITS SPECIALIST,1,2,27-1020,2630,DESIGNERS,
345-01,Illustrator,345-01 Illustrator,Illustrator,GS-1020,GS-1020 Illustrator,345,Information and Arts,TECH,1020,ILLUSTRATING ,1,2,27-1010,2600,ARTISTS & RELATED WORKERS,
515-01,Office Draftsman,515-01 Office Draftsman,Office Draftsman,GS-1021-0,GS-1021-0 Office Draftsman,515,Specialized Admin Clerical,CLERICAL,1021,OFFICE DRAFTING (Series Discontinued),1,5*,17-3010,1540,DRAFTERS,
641-01,Public Affairs Specialist,641-01 Public Affairs Specialist,Public Affairs Specialist,GS-1035-0,GS-1035-0 Public Affairs Specialist,641,Public Affairs,PROF ADMIN,1035,PUBLIC AFFAIRS,1,2,27-3031,2825,PUBLIC RELATIONS SPECIALISTS,
512-01,Language Clerk,512-01 Language Clerk,Language Clerk,GS-1046-0,GS-1046-0 Language Clerk,512,Specialized Admin Clerical,CLERICAL,1046,LANGUAGE CLERICAL ,1,5,43-9XXX,5940,"MISCELLANEOUS OFFICE & ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS",
350-01,Photographer,350-01 Photographer,Photographer,GS-1060,GS-1060 Photographer,350,Information and Arts,TECH,1060,PHOTOGRAPHY ,1,2,27-4021,2910,PHOTOGRAPHERS,
350-03,Photographer (Laboratory),350-03 Photographer (Laboratory),Photographer (Laboratory),GS-1060,GS-1060 Photographer (Laboratory),350,Information and Arts,TECH,1060,PHOTOGRAPHY ,1,2,27-4021,2910,PHOTOGRAPHERS,
350-05,Photographer (Scientific and Technical),350-05 Photographer (Scientific and Technical),Photographer (Scientific and Technical),GS-1060,GS-1060 Photographer (Scientific and Technical),350,Information and Arts,TECH,1060,PHOTOGRAPHY ,1,2,27-4021,2910,PHOTOGRAPHERS,
673-01,Audiovisual Production Specialist,673-01 Audiovisual Production Specialist,Audiovisual Production Specialist,GS-1071-0,GS-1071-0 Audiovisual Production Specialist,673,Technical Exhibits and Presenations,PROF ADMIN,1071,AUDIOVISUAL PRODUCTION,1,2,27-2012,2710,PRODUCERS & DIRECTORS,
673-02,Producer,673-02 Producer,Producer,GS-1071-0,GS-1071-0 Producer,673,Technical Exhibits and Presenations,PROF ADMIN,1071,AUDIOVISUAL PRODUCTION,1,2,27-2012,2710,PRODUCERS & DIRECTORS,
651-01,Writer-Editor,651-01 Writer-Editor,Writer-Editor,GS-1082-0,GS-1082-0 Writer-Editor,651,Technical Communications,PROF ADMIN,1082,WRITING & EDITING ,1,2,27-3043,2850,WRITERS & AUTHORS,
651-02,Editor,651-02 Editor,Editor,GS-1082-0,GS-1082-0 Editor,651,Technical Communications,PROF ADMIN,1082,WRITING & EDITING ,1,2,27-3043,2850,WRITERS & AUTHORS,
650-01,Technical Writer-Editor,650-01 Technical Writer-Editor,Technical Writer-Editor,GS-1083-0,GS-1083-0 Technical Writer-Editor,650,Technical Communications,PROF ADMIN,1083,TECHNICAL WRITING & EDITING ,1,2,27-3042,2840,TECHNICAL WRITERS,
650-02,Technical Writer,650-02 Technical Writer,Technical Writer,GS-1083-0,GS-1083-0 Technical Writer,650,Technical Communications,PROF ADMIN,1083,TECHNICAL WRITING & EDITING ,1,2,27-3042,2840,TECHNICAL WRITERS,
672-01,Visual Information Specialist,672-01 Visual Information Specialist,Visual Information Specialist,GS-1084-0,GS-1084-0 Visual Information Specialist,672,Technical Exhibits and Presenations,PROF ADMIN,1084,VISUAL INFORMATION ,1,2,27-1020,2630,DESIGNERS,
513-01,Editorial Assistant,513-01 Editorial Assistant,Editorial Assistant,GS-1087-0,GS-1087-0 Editorial Assistant,513,Specialized Admin Clerical,CLERICAL,1087,EDITORIAL ASSISTANCE ,1,2*,43-9081,5910,PROOFREADERS & COPY MARKERS,
540-08,Student Trainee (Information and Arts),540-08 Student Trainee (Information and Arts),Student Trainee (Information and Arts),GS-1099-0,GS-1099-0 Student Trainee (Information and Arts),540,Student Trainee Admin,CLERICAL,1099,INFORMATION & ARTS STUDENT TRAINEE,1,5*,27-1010,2600,ARTISTS & RELATED WORKERS,
540-09,Student Trainee (Public Affairs),540-09 Student Trainee (Public Affairs),Student Trainee (Public Affairs),GS-1099-0,GS-1099-0 Student Trainee (Public Affairs),540,Student Trainee Admin,CLERICAL,1099,INFORMATION & ARTS STUDENT TRAINEE,1,5*,27-1010,2600,ARTISTS & RELATED WORKERS,
540-10,Student Trainee (Writing and Editing),540-10 Student Trainee (Writing and Editing),Student Trainee (Writing and Editing),GS-1099-0,GS-1099-0 Student Trainee (Writing and Editing),540,Student Trainee Admin,CLERICAL,1099,INFORMATION & ARTS STUDENT TRAINEE,1,5*,27-1010,2600,ARTISTS & RELATED WORKERS,
699-93,Student Trainee (Public Affairs),699-93 Student Trainee (Public Affairs),Student Trainee (Public Affairs),GS-1099-0,GS-1099-0 Student Trainee (Public Affairs),699,Misc Specialty,PROF ADMIN,1099,INFORMATION & ARTS STUDENT TRAINEE,1,5*,27-1010,2600,ARTISTS & RELATED WORKERS,
680-01,Business Development Specialist,680-01 Business Development Specialist,Business Development Specialist,GS-1101-0,GS-1101-0 Business Development Specialist,680,Business and Industry,PROF ADMIN,1101,GENERAL BUSINESS & INDUSTRY,1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER",
680-02,Manufacturing Specialist,680-02 Manufacturing Specialist,Manufacturing Specialist,GS-1101-0,GS-1101-0 Manufacturing Specialist,680,Business and Industry,PROF ADMIN,1101,GENERAL BUSINESS & INDUSTRY,1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER",
610-02,Contract Negotiator,610-02 Contract Negotiator,Contract Negotiator,GS-1102-0,GS-1102-0 Contract Negotiator,610,Contract and Procurement,PROF ADMIN,1102,CONTRACTING,1,2,13-1023,530,"PURCHASING AGENTS, EXCEPT WHOLESALE, RETAIL, & FARM PRODUCTS",
610-03,Contract Administrator,610-03 Contract Administrator,Contract Administrator,GS-1102-0,GS-1102-0 Contract Administrator,610,Contract and Procurement,PROF ADMIN,1102,CONTRACTING,1,2,13-1023,530,"PURCHASING AGENTS, EXCEPT WHOLESALE, RETAIL, & FARM PRODUCTS",
610-04,Contract Specialist,610-04 Contract Specialist,Contract Specialist,GS-1102-0,GS-1102-0 Contract Specialist,610,Contract and Procurement,PROF ADMIN,1102,CONTRACTING,1,2,13-1023,530,"PURCHASING AGENTS, EXCEPT WHOLESALE, RETAIL, & FARM PRODUCTS",
610-05,Contract Price/Cost Analyst,610-05 Contract Price/Cost Analyst,Contract Price/Cost Analyst,GS-1102-0,GS-1102-0 Contract Price/Cost Analyst,610,Contract and Procurement,PROF ADMIN,1102,CONTRACTING,1,2,13-1023,530,"PURCHASING AGENTS, EXCEPT WHOLESALE, RETAIL, & FARM PRODUCTS",
