Commodity Code	Commodity Title	Class Code	Class Title	Family Code	Family Title	Segment Code	Segment Title
42151620	Dental files or rasps	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151621	Dental filler contouring instruments	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151623	Dental forceps	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151624	Dental hand pieces or accessories	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151625	Dental hygiene instruments	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151626	Dental instrument sharpening accessories	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151627	Dental mirrors or mirror handles	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151630	Dental placement instruments	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151631	Dental probes	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151632	Dental reamers	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151634	Dental root tip picks	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151635	Dental saliva ejectors or oral suction devices or supplies	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151636	Dental scalers or accessories	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151638	Dental scissors	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151639	Dental spatulas	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151640	Dental tweezers	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151641	Dental wax carvers	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151643	Dental margin trimmers	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151644	Dental mouth props	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151647	Dental absorbent holders	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151648	Dental calipers	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151651	Dental tooth separators	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151652	Dental pin drivers	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151655	Dental pulp or vitality testers	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151656	Dental spreaders	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151663	Dental wedges or sets	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151664	Dental cutting or separating discs	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151665	Dental gages or accessories	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151667	Dental matrices or sets	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151669	Dental dehydrators	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151673	Dental mallets	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151676	Dental knives	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151677	Dental pressure indicating kits	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151681	Dental anesthesia sets or accessories	42151600	Dental and subspecialty instruments and devices	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151701	Dental examination chairs or related parts or accessories	42151700	Dental clinical furniture	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151705	Combination furniture sets for dental procedures	42151700	Dental clinical furniture	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151801	Amalgam carriers	42151800	Dental fillers and finishing and polishing supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151802	Dental material pluggers or tips or accessories	42151800	Dental fillers and finishing and polishing supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151804	Dental cord packers	42151800	Dental fillers and finishing and polishing supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151805	Dental finishing or polishing discs	42151800	Dental fillers and finishing and polishing supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151810	Dental finishing or polishing kits	42151800	Dental fillers and finishing and polishing supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151902	Dental prophylaxis kits	42151900	Dental hygiene and preventive care equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42151910	Teeth cleaning devices or accessories	42151900	Dental hygiene and preventive care equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152002	Dental bite blocks or wings or tabs	42152000	Dental imaging equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152003	Dental film processors	42152000	Dental imaging equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152008	Dental x ray units	42152000	Dental imaging equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152010	Dental radiology film	42152000	Dental imaging equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152012	Dental x ray apparatus parts or kits or accessories	42152000	Dental imaging equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152102	Dental formers	42152100	Dental impression and forming equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152105	Dental impression trays	42152100	Dental impression and forming equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152106	Dental plaster knives	42152100	Dental impression and forming equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152108	Dental impression material syringes or accessories	42152100	Dental impression and forming equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152109	Dental impression material water baths or accessories	42152100	Dental impression and forming equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152110	Dental marking devices	42152100	Dental impression and forming equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152202	Dental laboratory air abrasion units	42152200	Dental laboratory and sterilization equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152203	Dental laboratory burners or torches	42152200	Dental laboratory and sterilization equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152204	Dental laboratory casting machines or its parts or accessories	42152200	Dental laboratory and sterilization equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152205	Dental laboratory curing units	42152200	Dental laboratory and sterilization equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152206	Dental laboratory dies	42152200	Dental laboratory and sterilization equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152207	Dental laboratory dust collectors	42152200	Dental laboratory and sterilization equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152209	Dental laboratory furnaces	42152200	Dental laboratory and sterilization equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152210	Dental laboratory gold platers or supplies	42152200	Dental laboratory and sterilization equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152211	Dental laboratory lathes or accessories	42152200	Dental laboratory and sterilization equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152212	Dental laboratory model trimmers or accessories	42152200	Dental laboratory and sterilization equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152214	Dental laboratory plaster traps	42152200	Dental laboratory and sterilization equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152215	Dental laboratory sandblasters or supplies	42152200	Dental laboratory and sterilization equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152216	Dental laboratory soldering machines or supplies	42152200	Dental laboratory and sterilization equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152217	Dental laboratory vacuum units or supplies	42152200	Dental laboratory and sterilization equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152218	Dental laboratory vibrators	42152200	Dental laboratory and sterilization equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152219	Dental laboratory waxing units	42152200	Dental laboratory and sterilization equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152220	Dental stones	42152200	Dental laboratory and sterilization equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152222	Crucibles for dental casting machines	42152200	Dental laboratory and sterilization equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152224	Dental laboratory flasks	42152200	Dental laboratory and sterilization equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152301	Dental lasers	42152300	Dental lasers and illumination and fiber optic equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152303	General dental lights or its accessories	42152300	Dental lasers and illumination and fiber optic equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152422	Dental obturating points	42152400	Dental materials	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152434	Dental amalgamators	42152400	Dental materials	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152503	Dental dam supplies	42152500	General dental supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152508	Dental syringes or needles or syringes with needles	42152500	General dental supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152512	Dental tongs	42152500	General dental supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152518	Dental materials dispensers	42152500	General dental supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152519	Dental syringe accessory kits	42152500	General dental supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152604	Dental operatory retraction cords	42152600	Dental operatory specific supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152608	Orthodontic ligature cartridges	42152600	Dental operatory specific supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152701	Dental articulators or accessories	42152700	Orthodontic and prosthodontic equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152704	Dental retainers	42152700	Orthodontic and prosthodontic equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152705	Orthodontic appliance clasps	42152700	Orthodontic and prosthodontic equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152706	Orthodontic brackets	42152700	Orthodontic and prosthodontic equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152713	Orthodontic pliers	42152700	Orthodontic and prosthodontic equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152715	Orthodontic setter bands	42152700	Orthodontic and prosthodontic equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152801	Periodontal chisels	42152800	Periodontal equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152803	Periodontal hoes	42152800	Periodontal equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152808	Periodontal curettes	42152800	Periodontal equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42152809	Periodontal knives	42152800	Periodontal equipment and supplies	42150000	Dental equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42161503	Peritoneal dialysis administration or catheterization sets	42161500	Peritoneal and equilibrium dialysis equipment and supplies	42160000	Dialysis equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42161615	Hemodialysis dialyzer reprocessing systems	42161600	Extracorporeal hemodialysis equipment and supplies	42160000	Dialysis equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42161632	Hemodialysis units	42161600	Extracorporeal hemodialysis equipment and supplies	42160000	Dialysis equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42161801	Continuous arteriovenous dialysis CAVHD units or related products	42161800	Continuous renal replacement therapy CRRT equipment and supplies	42160000	Dialysis equipment and supplies	42000000	Medical Equipment and Accessories and Supplies
42171502	Emergency medical services triage tags	42171500	Emergency medical services disaster management products	42170000	Emergency and field medical services products	42000000	Medical Equipment and Accessories and Supplies
42171603	Anti shock garments	42171600	Emergency medical services extricating and immobilizing and transporting products	42170000	Emergency and field medical services products	42000000	Medical Equipment and Accessories and Supplies
42171604	Basket stretchers or accessories	42171600	Emergency medical services extricating and immobilizing and transporting products	42170000	Emergency and field medical services products	42000000	Medical Equipment and Accessories and Supplies
42171605	Cinch rescue loops	42171600	Emergency medical services extricating and immobilizing and transporting products	42170000	Emergency and field medical services products	42000000	Medical Equipment and Accessories and Supplies
42171607	Emergency medical services cervical or extrication collars	42171600	Emergency medical services extricating and immobilizing and transporting products	42170000	Emergency and field medical services products	42000000	Medical Equipment and Accessories and Supplies
42171608	Emergency medical services head immobilizers	42171600	Emergency medical services extricating and immobilizing and transporting products	42170000	Emergency and field medical services products	42000000	Medical Equipment and Accessories and Supplies
42171610	Emergency medical services torso immobilizers	42171600	Emergency medical services extricating and immobilizing and transporting products	42170000	Emergency and field medical services products	42000000	Medical Equipment and Accessories and Supplies
42171611	Emergency response litters or stretchers or accessories	42171600	Emergency medical services extricating and immobilizing and transporting products	42170000	Emergency and field medical services products	42000000	Medical Equipment and Accessories and Supplies
42171613	Spine boards	42171600	Emergency medical services extricating and immobilizing and transporting products	42170000	Emergency and field medical services products	42000000	Medical Equipment and Accessories and Supplies
42171702	First aid blankets	42171700	Emergency medical services blankets	42170000	Emergency and field medical services products	42000000	Medical Equipment and Accessories and Supplies
42171803	Emergency medical services suction units or accessories	42171800	Emergency medical services airway management equipment	42170000	Emergency and field medical services products	42000000	Medical Equipment and Accessories and Supplies
42171804	Emergency medical services tracheal tube or cricothyrotomy kits	42171800	Emergency medical services airway management equipment	42170000	Emergency and field medical services products	42000000	Medical Equipment and Accessories and Supplies
42172001	Emergency medical services first aid kits	42172000	Emergency and field medical services kits	42170000	Emergency and field medical services products	42000000	Medical Equipment and Accessories and Supplies
42172003	Emergency medical service intravenous IV kit	42172000	Emergency and field medical services kits	42170000	Emergency and field medical services products	42000000	Medical Equipment and Accessories and Supplies
42172006	Emergency medical services obstetrics kits	42172000	Emergency and field medical services kits	42170000	Emergency and field medical services products	42000000	Medical Equipment and Accessories and Supplies
42172007	Emergency medical services oxygen or resuscitation kits	42172000	Emergency and field medical services kits	42170000	Emergency and field medical services products	42000000	Medical Equipment and Accessories and Supplies
42172008	Emergency medical services rappel kits	42172000	Emergency and field medical services kits	42170000	Emergency and field medical services products	42000000	Medical Equipment and Accessories and Supplies
42172101	Automated external defibrillators AED or hard paddles	42172100	Emergency medical services resuscitation products	42170000	Emergency and field medical services products	42000000	Medical Equipment and Accessories and Supplies
42172102	Cardiopulmonary resuscitation CPR protective shields or masks	42172100	Emergency medical services resuscitation products	42170000	Emergency and field medical services products	42000000	Medical Equipment and Accessories and Supplies
42172103	Emergency resuscitator or aspirator kits	42172100	Emergency medical services resuscitation products	42170000	Emergency and field medical services products	42000000	Medical Equipment and Accessories and Supplies
42172104	Cardio pulmonary resuscitation CPR boards	42172100	Emergency medical services resuscitation products	42170000	Emergency and field medical services products	42000000	Medical Equipment and Accessories and Supplies
42172201	Emergency medical services tourniquets or clamps	42172200	Emergency medical services supplies	42170000	Emergency and field medical services products	42000000	Medical Equipment and Accessories and Supplies
42181501	Tongue depressors or blades or sticks	42181500	Diagnostic assessment and exam products for general use	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42181502	Medical exam transilluminators	42181500	Diagnostic assessment and exam products for general use	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42181504	Hemacytometer sets	42181500	Diagnostic assessment and exam products for general use	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42181506	Sexual assault determination kits	42181500	Diagnostic assessment and exam products for general use	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42181507	Medical examining mirror headbands or accessories	42181500	Diagnostic assessment and exam products for general use	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42181511	Male impotence gages	42181500	Diagnostic assessment and exam products for general use	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42181516	Electromyography EMG units or accessories	42181500	Diagnostic assessment and exam products for general use	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42181522	Apparatus for gait analysis	42181500	Diagnostic assessment and exam products for general use	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42181527	Medical dynamometer	42181500	Diagnostic assessment and exam products for general use	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42181602	Electronic blood pressure units	42181600	Blood pressure units and related products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42181603	Mercury blood pressure units	42181600	Blood pressure units and related products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42181607	Blood pressure recording units	42181600	Blood pressure units and related products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42181608	Blood pressure measuring instrument accessories	42181600	Blood pressure units and related products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42181610	Blood pressure cuff kits	42181600	Blood pressure units and related products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42181611	Central venous pressure CVP manometer	42181600	Blood pressure units and related products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42181701	Electrocardiography EKG units	42181700	Electrocardiography EKG units and related products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42181708	Electrocardiography EKG electrode patch	42181700	Electrocardiography EKG units and related products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42181712	Electrocardiography EKG unit analyzers	42181700	Electrocardiography EKG units and related products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42181713	Long term continuous electrocardiography EKG or holter monitoring systems	42181700	Electrocardiography EKG units and related products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42181716	Electrocardiography EKG accessories	42181700	Electrocardiography EKG units and related products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42181719	Electrocardiography EKG transmitter or telemetry or accessories	42181700	Electrocardiography EKG units and related products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42181801	Pulse oximeter units	42181800	Pulse oximeters	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42181805	Pulse oximeter unit accessories	42181800	Pulse oximeters	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42181901	Acute care fetal or maternal monitoring units or accessories	42181900	Acute care monitoring units and related products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42181902	Intracranial pressure ICP monitoring units or accessories	42181900	Acute care monitoring units and related products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42181903	Cardiac output CO monitoring units or accessories	42181900	Acute care monitoring units and related products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42181904	Multiparameter vital sign unit or accessories	42181900	Acute care monitoring units and related products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182002	Anoscopes or proctoscopes	42182000	Scopes and specula and accessories for medical exam diagnostic use	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182003	Colposcopes or vaginoscopes or accessories	42182000	Scopes and specula and accessories for medical exam diagnostic use	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182004	Dermatoscopes	42182000	Scopes and specula and accessories for medical exam diagnostic use	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182005	Ophthalmoscopes or otoscopes or scope sets	42182000	Scopes and specula and accessories for medical exam diagnostic use	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182012	Nasal exam specula or dilators	42182000	Scopes and specula and accessories for medical exam diagnostic use	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182013	Vaginal exam specula	42182000	Scopes and specula and accessories for medical exam diagnostic use	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182016	Nasopharyngoscopes or accessories	42182000	Scopes and specula and accessories for medical exam diagnostic use	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182018	Bronchoscopes or accessories	42182000	Scopes and specula and accessories for medical exam diagnostic use	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182020	Angioscopes or accessories	42182000	Scopes and specula and accessories for medical exam diagnostic use	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182101	Electronic stethoscopes or accessories	42182100	Stethoscopes and related products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182102	Hand held doppler or accessories	42182100	Stethoscopes and related products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182103	Medical acoustic stethoscope or accessory	42182100	Stethoscopes and related products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182106	Stethoscopic phonocardiographs	42182100	Stethoscopes and related products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182107	Stethoscope headsets	42182100	Stethoscopes and related products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182201	Electronic medical thermometers	42182200	Medical thermometers and accessories	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182207	Patient temperature continuous or trend monitors	42182200	Medical thermometers and accessories	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182209	Thermometer probes	42182200	Medical thermometers and accessories	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182301	Medical diagnostic pinwheels	42182300	Neurological exam products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182302	Reflex hammers or mallets	42182300	Neurological exam products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182306	Neurological discriminators	42182300	Neurological exam products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182308	Electroencephalograph EEG or accessories	42182300	Neurological exam products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182310	Electromyographs	42182300	Neurological exam products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182311	Neurologic sensor	42182300	Neurological exam products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182312	Electromyograph electrodes or sets	42182300	Neurological exam products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182313	Neurological diagnostic sets	42182300	Neurological exam products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182314	Biofeedback device	42182300	Neurological exam products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182315	Electroencephalographic spectrum analyser	42182300	Neurological exam products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182316	Evoked response detector	42182300	Neurological exam products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182401	Audiometers or accessories	42182400	Hearing testing products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182402	Audiometric bone vibrators or middle ear analyzers	42182400	Hearing testing products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182403	Audiometric booths or acoustic hearing test chambers	42182400	Hearing testing products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182405	Auditory function screening units	42182400	Hearing testing products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182408	Electrocochleographs	42182400	Hearing testing products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182409	Hearing aid analyzers or test systems	42182400	Hearing testing products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182412	Medical tuning forks	42182400	Hearing testing products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182416	Tympanometers or accessories	42182400	Hearing testing products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182420	Aural probes	42182400	Hearing testing products	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182603	Medical exam headlights or headlamps or accessories	42182600	Medical exam lights or lamps	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182604	Medical exam penlights	42182600	Medical exam lights or lamps	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182701	Goniometers	42182700	Medical exam size measuring devices	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182702	Medical tape measures	42182700	Medical exam size measuring devices	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182703	Patient height rulers	42182700	Medical exam size measuring devices	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182704	Skinfold calipers	42182700	Medical exam size measuring devices	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
42182705	Body composition analyzer	42182700	Medical exam size measuring devices	42180000	Patient exam and monitoring products	42000000	Medical Equipment and Accessories and Supplies
