O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
35-3022.01	3.A.3	On-the-Job Training	OJ	2	59.74	23	11.08	36.34	79.41	N	07/2015	Incumbent
35-3022.01	3.A.3	On-the-Job Training	OJ	3	18.12	23	8.79	6.08	43.06	N	07/2015	Incumbent
35-3022.01	3.A.3	On-the-Job Training	OJ	4	6.41	23	6.73	0.66	41.25	N	07/2015	Incumbent
35-3022.01	3.A.3	On-the-Job Training	OJ	5	2.24	23	2.31	0.26	16.90	N	07/2015	Incumbent
35-3022.01	3.A.3	On-the-Job Training	OJ	6	0.00	23	0.00	n/a	n/a	N	07/2015	Incumbent
35-3022.01	3.A.3	On-the-Job Training	OJ	7	0.00	23	0.00	n/a	n/a	N	07/2015	Incumbent
35-3022.01	3.A.3	On-the-Job Training	OJ	8	0.00	23	0.00	n/a	n/a	N	07/2015	Incumbent
35-3022.01	3.A.3	On-the-Job Training	OJ	9	0.00	23	0.00	n/a	n/a	N	07/2015	Incumbent
35-3031.00	2.D.1	Required Level of Education	RL	1	28.37	43	8.81	14.17	48.72	N	08/2018	Incumbent
35-3031.00	2.D.1	Required Level of Education	RL	2	57.00	43	9.19	38.36	73.85	N	08/2018	Incumbent
35-3031.00	2.D.1	Required Level of Education	RL	3	0.00	43	0.00	n/a	n/a	N	08/2018	Incumbent
35-3031.00	2.D.1	Required Level of Education	RL	4	5.22	43	5.18	0.66	31.29	N	08/2018	Incumbent
35-3031.00	2.D.1	Required Level of Education	RL	5	2.33	43	2.22	0.33	14.63	N	08/2018	Incumbent
35-3031.00	2.D.1	Required Level of Education	RL	6	7.08	43	4.71	1.76	24.44	N	08/2018	Incumbent
35-3031.00	2.D.1	Required Level of Education	RL	7	0.00	43	0.00	n/a	n/a	N	08/2018	Incumbent
35-3031.00	2.D.1	Required Level of Education	RL	8	0.00	43	0.00	n/a	n/a	N	08/2018	Incumbent
35-3031.00	2.D.1	Required Level of Education	RL	9	0.00	43	0.00	n/a	n/a	N	08/2018	Incumbent
35-3031.00	2.D.1	Required Level of Education	RL	10	0.00	43	0.00	n/a	n/a	N	08/2018	Incumbent
35-3031.00	2.D.1	Required Level of Education	RL	11	0.00	43	0.00	n/a	n/a	N	08/2018	Incumbent
35-3031.00	2.D.1	Required Level of Education	RL	12	0.00	43	0.00	n/a	n/a	N	08/2018	Incumbent
35-3031.00	3.A.1	Related Work Experience	RW	1	24.27	40	9.43	10.20	47.49	N	08/2018	Incumbent
35-3031.00	3.A.1	Related Work Experience	RW	2	11.35	40	7.28	2.87	35.64	N	08/2018	Incumbent
35-3031.00	3.A.1	Related Work Experience	RW	3	1.91	40	1.61	0.34	9.95	N	08/2018	Incumbent
35-3031.00	3.A.1	Related Work Experience	RW	4	8.83	40	4.48	3.04	23.00	N	08/2018	Incumbent
35-3031.00	3.A.1	Related Work Experience	RW	5	11.88	40	6.00	4.06	30.07	N	08/2018	Incumbent
35-3031.00	3.A.1	Related Work Experience	RW	6	23.98	40	9.05	10.36	46.26	N	08/2018	Incumbent
35-3031.00	3.A.1	Related Work Experience	RW	7	17.79	40	7.62	7.01	38.32	N	08/2018	Incumbent
35-3031.00	3.A.1	Related Work Experience	RW	8	0.00	40	0.00	n/a	n/a	N	08/2018	Incumbent
35-3031.00	3.A.1	Related Work Experience	RW	9	0.00	40	0.00	n/a	n/a	N	08/2018	Incumbent
35-3031.00	3.A.1	Related Work Experience	RW	10	0.00	40	0.00	n/a	n/a	N	08/2018	Incumbent
35-3031.00	3.A.1	Related Work Experience	RW	11	0.00	40	0.00	n/a	n/a	N	08/2018	Incumbent
35-3031.00	3.A.2	On-Site or In-Plant Training	PT	1	8.68	42	5.86	2.09	29.73	N	08/2018	Incumbent
35-3031.00	3.A.2	On-Site or In-Plant Training	PT	2	77.74	42	9.18	54.47	91.06	N	08/2018	Incumbent
35-3031.00	3.A.2	On-Site or In-Plant Training	PT	3	2.69	42	2.35	0.45	14.52	N	08/2018	Incumbent
35-3031.00	3.A.2	On-Site or In-Plant Training	PT	4	8.47	42	5.86	1.97	29.89	N	08/2018	Incumbent
35-3031.00	3.A.2	On-Site or In-Plant Training	PT	5	0.00	42	0.00	n/a	n/a	N	08/2018	Incumbent
35-3031.00	3.A.2	On-Site or In-Plant Training	PT	6	0.00	42	0.00	n/a	n/a	N	08/2018	Incumbent
35-3031.00	3.A.2	On-Site or In-Plant Training	PT	7	2.42	42	2.30	0.34	15.10	N	08/2018	Incumbent
35-3031.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	42	0.00	n/a	n/a	N	08/2018	Incumbent
35-3031.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	42	0.00	n/a	n/a	N	08/2018	Incumbent
35-3031.00	3.A.3	On-the-Job Training	OJ	1	7.49	42	3.97	2.48	20.48	N	08/2018	Incumbent
35-3031.00	3.A.3	On-the-Job Training	OJ	2	77.64	42	7.05	60.46	88.74	N	08/2018	Incumbent
35-3031.00	3.A.3	On-the-Job Training	OJ	3	6.56	42	4.47	1.59	23.41	N	08/2018	Incumbent
35-3031.00	3.A.3	On-the-Job Training	OJ	4	8.31	42	5.85	1.88	29.95	N	08/2018	Incumbent
35-3031.00	3.A.3	On-the-Job Training	OJ	5	0.00	42	0.00	n/a	n/a	N	08/2018	Incumbent
35-3031.00	3.A.3	On-the-Job Training	OJ	6	0.00	42	0.00	n/a	n/a	N	08/2018	Incumbent
35-3031.00	3.A.3	On-the-Job Training	OJ	7	0.00	42	0.00	n/a	n/a	N	08/2018	Incumbent
35-3031.00	3.A.3	On-the-Job Training	OJ	8	0.00	42	0.00	n/a	n/a	N	08/2018	Incumbent
35-3031.00	3.A.3	On-the-Job Training	OJ	9	0.00	42	0.00	n/a	n/a	N	08/2018	Incumbent
35-3041.00	2.D.1	Required Level of Education	RL	1	55.31	28	21.16	17.61	87.76	Y	07/2014	Incumbent
35-3041.00	2.D.1	Required Level of Education	RL	2	32.10	28	17.67	8.22	71.39	N	07/2014	Incumbent
35-3041.00	2.D.1	Required Level of Education	RL	3	4.49	28	4.57	0.53	29.46	N	07/2014	Incumbent
35-3041.00	2.D.1	Required Level of Education	RL	4	5.38	28	4.74	0.83	27.76	N	07/2014	Incumbent
35-3041.00	2.D.1	Required Level of Education	RL	5	0.00	28	0.00	n/a	n/a	N	07/2014	Incumbent
35-3041.00	2.D.1	Required Level of Education	RL	6	0.00	28	0.00	n/a	n/a	N	07/2014	Incumbent
35-3041.00	2.D.1	Required Level of Education	RL	7	0.00	28	0.00	n/a	n/a	N	07/2014	Incumbent
35-3041.00	2.D.1	Required Level of Education	RL	8	0.00	28	0.00	n/a	n/a	N	07/2014	Incumbent
35-3041.00	2.D.1	Required Level of Education	RL	9	0.00	28	0.00	n/a	n/a	N	07/2014	Incumbent
35-3041.00	2.D.1	Required Level of Education	RL	10	0.00	28	0.00	n/a	n/a	N	07/2014	Incumbent
35-3041.00	2.D.1	Required Level of Education	RL	11	0.00	28	0.00	n/a	n/a	N	07/2014	Incumbent
35-3041.00	2.D.1	Required Level of Education	RL	12	2.72	28	2.98	0.28	21.95	N	07/2014	Incumbent
35-3041.00	3.A.1	Related Work Experience	RW	1	39.11	27	12.33	18.14	65.05	N	07/2014	Incumbent
35-3041.00	3.A.1	Related Work Experience	RW	2	23.70	27	12.23	7.18	55.51	N	07/2014	Incumbent
35-3041.00	3.A.1	Related Work Experience	RW	3	0.00	27	0.00	n/a	n/a	N	07/2014	Incumbent
35-3041.00	3.A.1	Related Work Experience	RW	4	1.27	27	1.34	0.14	10.45	N	07/2014	Incumbent
35-3041.00	3.A.1	Related Work Experience	RW	5	18.04	27	15.41	2.52	65.21	N	07/2014	Incumbent
35-3041.00	3.A.1	Related Work Experience	RW	6	9.43	27	6.30	2.23	32.17	N	07/2014	Incumbent
35-3041.00	3.A.1	Related Work Experience	RW	7	8.47	27	6.10	1.80	31.82	N	07/2014	Incumbent
35-3041.00	3.A.1	Related Work Experience	RW	8	0.00	27	0.00	n/a	n/a	N	07/2014	Incumbent
35-3041.00	3.A.1	Related Work Experience	RW	9	0.00	27	0.00	n/a	n/a	N	07/2014	Incumbent
35-3041.00	3.A.1	Related Work Experience	RW	10	0.00	27	0.00	n/a	n/a	N	07/2014	Incumbent
35-3041.00	3.A.1	Related Work Experience	RW	11	0.00	27	0.00	n/a	n/a	N	07/2014	Incumbent
35-3041.00	3.A.2	On-Site or In-Plant Training	PT	1	18.52	28	13.84	3.35	59.87	N	07/2014	Incumbent
35-3041.00	3.A.2	On-Site or In-Plant Training	PT	2	36.04	28	10.22	18.50	58.31	N	07/2014	Incumbent
35-3041.00	3.A.2	On-Site or In-Plant Training	PT	3	39.33	28	11.49	19.45	63.52	N	07/2014	Incumbent
35-3041.00	3.A.2	On-Site or In-Plant Training	PT	4	0.72	28	0.79	0.08	6.45	N	07/2014	Incumbent
35-3041.00	3.A.2	On-Site or In-Plant Training	PT	5	0.00	28	0.00	n/a	n/a	N	07/2014	Incumbent
35-3041.00	3.A.2	On-Site or In-Plant Training	PT	6	5.38	28	4.74	0.83	27.76	N	07/2014	Incumbent
35-3041.00	3.A.2	On-Site or In-Plant Training	PT	7	0.00	28	0.00	n/a	n/a	N	07/2014	Incumbent
35-3041.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	28	0.00	n/a	n/a	N	07/2014	Incumbent
35-3041.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	28	0.00	n/a	n/a	N	07/2014	Incumbent
35-3041.00	3.A.3	On-the-Job Training	OJ	1	8.98	28	8.68	1.10	46.60	N	07/2014	Incumbent
35-3041.00	3.A.3	On-the-Job Training	OJ	2	43.94	28	8.44	27.95	61.29	N	07/2014	Incumbent
35-3041.00	3.A.3	On-the-Job Training	OJ	3	41.87	28	11.69	21.19	65.86	N	07/2014	Incumbent
35-3041.00	3.A.3	On-the-Job Training	OJ	4	0.72	28	0.79	0.08	6.45	N	07/2014	Incumbent
35-3041.00	3.A.3	On-the-Job Training	OJ	5	4.49	28	4.57	0.53	29.46	N	07/2014	Incumbent
35-3041.00	3.A.3	On-the-Job Training	OJ	6	0.00	28	0.00	n/a	n/a	N	07/2014	Incumbent
35-3041.00	3.A.3	On-the-Job Training	OJ	7	0.00	28	0.00	n/a	n/a	N	07/2014	Incumbent
35-3041.00	3.A.3	On-the-Job Training	OJ	8	0.00	28	0.00	n/a	n/a	N	07/2014	Incumbent
35-3041.00	3.A.3	On-the-Job Training	OJ	9	0.00	28	0.00	n/a	n/a	N	07/2014	Incumbent
35-9011.00	2.D.1	Required Level of Education	RL	1	45.94	26	9.97	27.11	66.01	N	07/2014	Incumbent
35-9011.00	2.D.1	Required Level of Education	RL	2	50.45	26	9.99	30.91	69.87	N	07/2014	Incumbent
35-9011.00	2.D.1	Required Level of Education	RL	3	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9011.00	2.D.1	Required Level of Education	RL	4	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9011.00	2.D.1	Required Level of Education	RL	5	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9011.00	2.D.1	Required Level of Education	RL	6	3.60	26	3.63	0.43	24.36	N	07/2014	Incumbent
35-9011.00	2.D.1	Required Level of Education	RL	7	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9011.00	2.D.1	Required Level of Education	RL	8	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9011.00	2.D.1	Required Level of Education	RL	9	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9011.00	2.D.1	Required Level of Education	RL	10	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9011.00	2.D.1	Required Level of Education	RL	11	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9011.00	2.D.1	Required Level of Education	RL	12	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9011.00	3.A.1	Related Work Experience	RW	1	27.56	26	10.43	11.48	52.74	N	07/2014	Incumbent
35-9011.00	3.A.1	Related Work Experience	RW	2	21.85	26	14.36	4.71	61.24	N	07/2014	Incumbent
35-9011.00	3.A.1	Related Work Experience	RW	3	0.66	26	0.57	0.11	3.82	N	07/2014	Incumbent
35-9011.00	3.A.1	Related Work Experience	RW	4	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9011.00	3.A.1	Related Work Experience	RW	5	14.71	26	9.14	3.70	43.62	N	07/2014	Incumbent
35-9011.00	3.A.1	Related Work Experience	RW	6	18.77	26	9.88	5.74	46.74	N	07/2014	Incumbent
35-9011.00	3.A.1	Related Work Experience	RW	7	16.45	26	9.94	4.25	46.60	N	07/2014	Incumbent
35-9011.00	3.A.1	Related Work Experience	RW	8	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9011.00	3.A.1	Related Work Experience	RW	9	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9011.00	3.A.1	Related Work Experience	RW	10	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9011.00	3.A.1	Related Work Experience	RW	11	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9011.00	3.A.2	On-Site or In-Plant Training	PT	1	53.22	26	11.95	29.75	75.36	N	07/2014	Incumbent
35-9011.00	3.A.2	On-Site or In-Plant Training	PT	2	46.64	26	11.94	24.55	70.13	N	07/2014	Incumbent
35-9011.00	3.A.2	On-Site or In-Plant Training	PT	3	0.14	26	0.14	0.02	1.17	N	07/2014	Incumbent
35-9011.00	3.A.2	On-Site or In-Plant Training	PT	4	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9011.00	3.A.2	On-Site or In-Plant Training	PT	5	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9011.00	3.A.2	On-Site or In-Plant Training	PT	6	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9011.00	3.A.2	On-Site or In-Plant Training	PT	7	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9011.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9011.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9011.00	3.A.3	On-the-Job Training	OJ	1	34.44	26	13.09	13.73	63.42	N	07/2014	Incumbent
35-9011.00	3.A.3	On-the-Job Training	OJ	2	54.00	26	12.50	29.41	76.79	N	07/2014	Incumbent
35-9011.00	3.A.3	On-the-Job Training	OJ	3	3.33	26	2.75	0.59	16.72	N	07/2014	Incumbent
35-9011.00	3.A.3	On-the-Job Training	OJ	4	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9011.00	3.A.3	On-the-Job Training	OJ	5	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9011.00	3.A.3	On-the-Job Training	OJ	6	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9011.00	3.A.3	On-the-Job Training	OJ	7	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9011.00	3.A.3	On-the-Job Training	OJ	8	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9011.00	3.A.3	On-the-Job Training	OJ	9	8.23	26	8.14	0.96	45.26	N	07/2014	Incumbent
35-9021.00	2.D.1	Required Level of Education	RL	1	53.89	27	12.88	28.70	77.23	N	07/2014	Incumbent
35-9021.00	2.D.1	Required Level of Education	RL	2	40.70	27	11.52	20.46	64.68	N	07/2014	Incumbent
35-9021.00	2.D.1	Required Level of Education	RL	3	5.42	27	5.09	0.74	30.61	N	07/2014	Incumbent
35-9021.00	2.D.1	Required Level of Education	RL	4	0.00	27	0.00	n/a	n/a	N	07/2014	Incumbent
35-9021.00	2.D.1	Required Level of Education	RL	5	0.00	27	0.00	n/a	n/a	N	07/2014	Incumbent
35-9021.00	2.D.1	Required Level of Education	RL	6	0.00	27	0.00	n/a	n/a	N	07/2014	Incumbent
35-9021.00	2.D.1	Required Level of Education	RL	7	0.00	27	0.00	n/a	n/a	N	07/2014	Incumbent
35-9021.00	2.D.1	Required Level of Education	RL	8	0.00	27	0.00	n/a	n/a	N	07/2014	Incumbent
35-9021.00	2.D.1	Required Level of Education	RL	9	0.00	27	0.00	n/a	n/a	N	07/2014	Incumbent
35-9021.00	2.D.1	Required Level of Education	RL	10	0.00	27	0.00	n/a	n/a	N	07/2014	Incumbent
35-9021.00	2.D.1	Required Level of Education	RL	11	0.00	27	0.00	n/a	n/a	N	07/2014	Incumbent
35-9021.00	2.D.1	Required Level of Education	RL	12	0.00	27	0.00	n/a	n/a	N	07/2014	Incumbent
35-9021.00	3.A.1	Related Work Experience	RW	1	49.25	26	13.52	24.16	74.73	N	07/2014	Incumbent
35-9021.00	3.A.1	Related Work Experience	RW	2	11.26	26	7.39	2.69	36.77	N	07/2014	Incumbent
35-9021.00	3.A.1	Related Work Experience	RW	3	11.55	26	6.42	3.46	32.27	N	07/2014	Incumbent
35-9021.00	3.A.1	Related Work Experience	RW	4	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9021.00	3.A.1	Related Work Experience	RW	5	14.11	26	7.23	4.59	35.94	N	07/2014	Incumbent
35-9021.00	3.A.1	Related Work Experience	RW	6	11.18	26	7.27	2.71	36.27	N	07/2014	Incumbent
35-9021.00	3.A.1	Related Work Experience	RW	7	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9021.00	3.A.1	Related Work Experience	RW	8	2.28	26	2.30	0.28	16.35	N	07/2014	Incumbent
35-9021.00	3.A.1	Related Work Experience	RW	9	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9021.00	3.A.1	Related Work Experience	RW	10	0.19	26	0.19	0.02	1.52	N	07/2014	Incumbent
35-9021.00	3.A.1	Related Work Experience	RW	11	0.19	26	0.19	0.02	1.52	N	07/2014	Incumbent
35-9021.00	3.A.2	On-Site or In-Plant Training	PT	1	62.94	26	12.36	36.31	83.50	N	07/2014	Incumbent
35-9021.00	3.A.2	On-Site or In-Plant Training	PT	2	16.85	26	8.70	5.33	42.15	N	07/2014	Incumbent
35-9021.00	3.A.2	On-Site or In-Plant Training	PT	3	8.66	26	5.91	1.99	30.63	N	07/2014	Incumbent
35-9021.00	3.A.2	On-Site or In-Plant Training	PT	4	0.19	26	0.19	0.02	1.52	N	07/2014	Incumbent
35-9021.00	3.A.2	On-Site or In-Plant Training	PT	5	5.59	26	5.49	0.69	33.57	N	07/2014	Incumbent
35-9021.00	3.A.2	On-Site or In-Plant Training	PT	6	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9021.00	3.A.2	On-Site or In-Plant Training	PT	7	5.59	26	5.25	0.76	31.44	N	07/2014	Incumbent
35-9021.00	3.A.2	On-Site or In-Plant Training	PT	8	0.19	26	0.19	0.02	1.52	N	07/2014	Incumbent
35-9021.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9021.00	3.A.3	On-the-Job Training	OJ	1	46.95	26	9.68	28.44	66.34	N	07/2014	Incumbent
35-9021.00	3.A.3	On-the-Job Training	OJ	2	27.23	26	9.41	12.34	49.88	N	07/2014	Incumbent
35-9021.00	3.A.3	On-the-Job Training	OJ	3	11.98	26	6.58	3.63	32.99	N	07/2014	Incumbent
35-9021.00	3.A.3	On-the-Job Training	OJ	4	5.78	26	5.24	0.84	30.82	N	07/2014	Incumbent
35-9021.00	3.A.3	On-the-Job Training	OJ	5	5.59	26	5.25	0.76	31.44	N	07/2014	Incumbent
35-9021.00	3.A.3	On-the-Job Training	OJ	6	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9021.00	3.A.3	On-the-Job Training	OJ	7	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9021.00	3.A.3	On-the-Job Training	OJ	8	2.46	26	2.31	0.35	15.48	N	07/2014	Incumbent
35-9021.00	3.A.3	On-the-Job Training	OJ	9	0.00	26	0.00	n/a	n/a	N	07/2014	Incumbent
35-9031.00	2.D.1	Required Level of Education	RL	1	31.86	37	8.81	17.04	51.57	N	08/2018	Incumbent
35-9031.00	2.D.1	Required Level of Education	RL	2	62.00	37	9.92	40.99	79.32	N	08/2018	Incumbent
35-9031.00	2.D.1	Required Level of Education	RL	3	0.22	37	0.23	0.03	1.80	N	08/2018	Incumbent
35-9031.00	2.D.1	Required Level of Education	RL	4	0.22	37	0.23	0.03	1.79	N	08/2018	Incumbent
35-9031.00	2.D.1	Required Level of Education	RL	5	0.00	37	0.00	n/a	n/a	N	08/2018	Incumbent
35-9031.00	2.D.1	Required Level of Education	RL	6	5.69	37	5.58	0.73	33.22	N	08/2018	Incumbent
35-9031.00	2.D.1	Required Level of Education	RL	7	0.00	37	0.00	n/a	n/a	N	08/2018	Incumbent
35-9031.00	2.D.1	Required Level of Education	RL	8	0.00	37	0.00	n/a	n/a	N	08/2018	Incumbent
35-9031.00	2.D.1	Required Level of Education	RL	9	0.00	37	0.00	n/a	n/a	N	08/2018	Incumbent
35-9031.00	2.D.1	Required Level of Education	RL	10	0.00	37	0.00	n/a	n/a	N	08/2018	Incumbent
35-9031.00	2.D.1	Required Level of Education	RL	11	0.00	37	0.00	n/a	n/a	N	08/2018	Incumbent
35-9031.00	2.D.1	Required Level of Education	RL	12	0.00	37	0.00	n/a	n/a	N	08/2018	Incumbent
35-9031.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	1.49	30	0.23	1.02	1.95	N	08/2018	Incumbent
35-9031.00	3.A.1	Related Work Experience	RW	1	34.66	37	12.18	15.13	61.22	N	08/2018	Incumbent
35-9031.00	3.A.1	Related Work Experience	RW	2	13.86	37	6.96	4.70	34.41	N	08/2018	Incumbent
35-9031.00	3.A.1	Related Work Experience	RW	3	13.83	37	8.31	3.75	39.78	N	08/2018	Incumbent
35-9031.00	3.A.1	Related Work Experience	RW	4	19.83	37	10.64	5.98	49.02	N	08/2018	Incumbent
35-9031.00	3.A.1	Related Work Experience	RW	5	13.36	37	9.00	3.09	42.76	N	08/2018	Incumbent
35-9031.00	3.A.1	Related Work Experience	RW	6	0.22	37	0.23	0.03	1.79	N	08/2018	Incumbent
35-9031.00	3.A.1	Related Work Experience	RW	7	4.24	37	4.22	0.53	26.73	N	08/2018	Incumbent
35-9031.00	3.A.1	Related Work Experience	RW	8	0.00	37	0.00	n/a	n/a	N	08/2018	Incumbent
35-9031.00	3.A.1	Related Work Experience	RW	9	0.00	37	0.00	n/a	n/a	N	08/2018	Incumbent
35-9031.00	3.A.1	Related Work Experience	RW	10	0.00	37	0.00	n/a	n/a	N	08/2018	Incumbent
35-9031.00	3.A.1	Related Work Experience	RW	11	0.00	37	0.00	n/a	n/a	N	08/2018	Incumbent
35-9031.00	3.A.2	On-Site or In-Plant Training	PT	1	2.50	37	1.69	0.63	9.46	N	08/2018	Incumbent
35-9031.00	3.A.2	On-Site or In-Plant Training	PT	2	80.12	37	10.10	52.69	93.58	N	08/2018	Incumbent
35-9031.00	3.A.2	On-Site or In-Plant Training	PT	3	5.69	37	5.58	0.73	33.22	N	08/2018	Incumbent
35-9031.00	3.A.2	On-Site or In-Plant Training	PT	4	0.00	37	0.00	n/a	n/a	N	08/2018	Incumbent
35-9031.00	3.A.2	On-Site or In-Plant Training	PT	5	7.45	37	7.29	0.93	40.74	N	08/2018	Incumbent
35-9031.00	3.A.2	On-Site or In-Plant Training	PT	6	0.00	37	0.00	n/a	n/a	N	08/2018	Incumbent
35-9031.00	3.A.2	On-Site or In-Plant Training	PT	7	4.24	37	4.22	0.53	26.73	N	08/2018	Incumbent
35-9031.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	37	0.00	n/a	n/a	N	08/2018	Incumbent
35-9031.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	37	0.00	n/a	n/a	N	08/2018	Incumbent
35-9031.00	3.A.3	On-the-Job Training	OJ	1	13.59	37	6.95	4.52	34.32	N	08/2018	Incumbent
35-9031.00	3.A.3	On-the-Job Training	OJ	2	72.24	37	8.09	53.44	85.51	N	08/2018	Incumbent
35-9031.00	3.A.3	On-the-Job Training	OJ	3	9.71	37	6.90	2.13	34.66	N	08/2018	Incumbent
35-9031.00	3.A.3	On-the-Job Training	OJ	4	0.00	37	0.00	n/a	n/a	N	08/2018	Incumbent
35-9031.00	3.A.3	On-the-Job Training	OJ	5	0.22	37	0.23	0.03	1.80	N	08/2018	Incumbent
35-9031.00	3.A.3	On-the-Job Training	OJ	6	0.00	37	0.00	n/a	n/a	N	08/2018	Incumbent
35-9031.00	3.A.3	On-the-Job Training	OJ	7	4.24	37	4.22	0.53	26.73	N	08/2018	Incumbent
35-9031.00	3.A.3	On-the-Job Training	OJ	8	0.00	37	0.00	n/a	n/a	N	08/2018	Incumbent
35-9031.00	3.A.3	On-the-Job Training	OJ	9	0.00	37	0.00	n/a	n/a	N	08/2018	Incumbent
35-9031.00	3.A.4.a	Apprenticeship	IM	n/a	1.24	30	0.13	1.00	1.52	N	08/2018	Incumbent
37-1011.00	2.D.1	Required Level of Education	RL	1	2.05	43	2.07	0.26	14.40	N	07/2011	Incumbent
37-1011.00	2.D.1	Required Level of Education	RL	2	54.16	43	8.88	36.47	70.86	N	07/2011	Incumbent
37-1011.00	2.D.1	Required Level of Education	RL	3	14.32	43	5.67	6.17	29.81	N	07/2011	Incumbent
37-1011.00	2.D.1	Required Level of Education	RL	4	14.10	43	7.42	4.55	36.11	N	07/2011	Incumbent
37-1011.00	2.D.1	Required Level of Education	RL	5	7.04	43	4.97	1.61	25.97	N	07/2011	Incumbent
37-1011.00	2.D.1	Required Level of Education	RL	6	8.33	43	3.96	3.09	20.57	N	07/2011	Incumbent
37-1011.00	2.D.1	Required Level of Education	RL	7	0.00	43	0.00	n/a	n/a	N	07/2011	Incumbent
37-1011.00	2.D.1	Required Level of Education	RL	8	0.00	43	0.00	n/a	n/a	N	07/2011	Incumbent
37-1011.00	2.D.1	Required Level of Education	RL	9	0.00	43	0.00	n/a	n/a	N	07/2011	Incumbent
37-1011.00	2.D.1	Required Level of Education	RL	10	0.00	43	0.00	n/a	n/a	N	07/2011	Incumbent
37-1011.00	2.D.1	Required Level of Education	RL	11	0.00	43	0.00	n/a	n/a	N	07/2011	Incumbent
37-1011.00	2.D.1	Required Level of Education	RL	12	0.00	43	0.00	n/a	n/a	N	07/2011	Incumbent
37-1011.00	3.A.1	Related Work Experience	RW	1	16.63	41	7.76	6.04	38.22	N	07/2011	Incumbent
37-1011.00	3.A.1	Related Work Experience	RW	2	8.34	41	7.42	1.26	39.27	N	07/2011	Incumbent
37-1011.00	3.A.1	Related Work Experience	RW	3	0.00	41	0.00	n/a	n/a	N	07/2011	Incumbent
37-1011.00	3.A.1	Related Work Experience	RW	4	2.74	41	2.18	0.53	12.87	N	07/2011	Incumbent
37-1011.00	3.A.1	Related Work Experience	RW	5	9.60	41	5.24	3.04	26.46	N	07/2011	Incumbent
37-1011.00	3.A.1	Related Work Experience	RW	6	16.11	41	9.69	4.32	45.00	N	07/2011	Incumbent
37-1011.00	3.A.1	Related Work Experience	RW	7	31.31	41	8.33	17.24	49.94	N	07/2011	Incumbent
37-1011.00	3.A.1	Related Work Experience	RW	8	7.80	41	4.12	2.59	21.23	N	07/2011	Incumbent
37-1011.00	3.A.1	Related Work Experience	RW	9	1.48	41	1.51	0.18	10.83	N	07/2011	Incumbent
37-1011.00	3.A.1	Related Work Experience	RW	10	5.99	41	4.98	1.06	27.58	N	07/2011	Incumbent
37-1011.00	3.A.1	Related Work Experience	RW	11	0.00	41	0.00	n/a	n/a	N	07/2011	Incumbent
